m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut,f_isco_hz,band,in_pta,in_lisa,in_gap,p_orb_isco_rest_days,p_orb_isco_obs_days,in_stripe82,in_ptf,in_lsst,expected_sin_stripe82,expected_saw_stripe82,expected_sin_lsst,expected_saw_lsst
3.934190e+06,3.934190e+06,0.40791801,1.45147305,3.424911e+06,7.868379e+06,1.00000000,0.25000000,1,5.588412e-04,lisa,0,1,0,4.142169e-02,1.015442e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.385459e+08,3.385459e+08,0.40793300,1.45138297,2.947213e+08,6.770918e+08,1.00000000,0.25000000,1,6.494208e-06,gap,0,0,1,3.564430e+00,8.737783e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
5.854296e+07,5.854296e+07,0.40802801,1.45081216,5.096461e+07,1.170859e+08,1.00000000,0.25000000,1,3.755511e-05,gap,0,0,1,6.163781e-01,1.510627e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
7.289297e+06,7.289297e+06,0.40802801,1.45081216,6.345702e+06,1.457859e+07,1.00000000,0.25000000,1,3.016186e-04,lisa,0,1,0,7.674643e-02,1.880911e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.703115e+06,1.703115e+06,0.40803200,1.45078817,1.482648e+06,3.406230e+06,1.00000000,0.25000000,1,1.290921e-03,lisa,0,1,0,1.793149e-02,4.394629e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
8.516549e+06,8.516549e+06,0.40803200,1.45078817,7.414087e+06,1.703310e+07,1.00000000,0.25000000,1,2.581547e-04,lisa,0,1,0,8.966773e-02,2.197566e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.389342e+07,5.389342e+07,0.40803200,1.45078817,4.691694e+07,1.077868e+08,1.00000000,0.25000000,1,4.079510e-05,gap,0,0,1,5.674247e-01,1.390638e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
6.802805e+06,6.802805e+06,0.40803900,1.45074611,5.922185e+06,1.360561e+07,1.00000000,0.25000000,1,3.231884e-04,lisa,0,1,0,7.162432e-02,1.755330e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.493505e+06,2.493505e+06,0.40805399,1.45065608,2.170722e+06,4.987009e+06,1.00000000,0.25000000,1,8.817258e-04,lisa,0,1,0,2.625323e-02,6.433763e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.510156e+06,1.510156e+06,0.40805399,1.45065608,1.314668e+06,3.020313e+06,1.00000000,0.25000000,1,1.455867e-03,lisa,0,1,0,1.589990e-02,3.896519e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.166740e+06,2.166740e+06,0.40805399,1.45065608,1.886257e+06,4.333481e+06,1.00000000,0.25000000,1,1.014698e-03,lisa,0,1,0,2.281284e-02,5.590643e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.392204e+06,1.392204e+06,0.40817499,1.44992961,1.211984e+06,2.784408e+06,1.00000000,0.25000000,1,1.579214e-03,lisa,0,1,0,1.465802e-02,3.591112e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.804074e+06,4.804074e+06,0.40827000,1.44935948,4.182190e+06,9.608149e+06,1.00000000,0.25000000,1,4.576506e-04,lisa,0,1,0,5.058040e-02,1.238896e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.731695e+07,5.731695e+07,0.40827301,1.44934143,4.989730e+07,1.146339e+08,1.00000000,0.25000000,1,3.835842e-05,gap,0,0,1,6.034699e-01,1.478104e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
5.006053e+07,5.006053e+07,0.40827301,1.44934143,4.358022e+07,1.001211e+08,1.00000000,0.25000000,1,4.391858e-05,gap,0,0,1,5.270696e-01,1.290973e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.013493e+07,3.013493e+07,0.40828100,1.44929351,2.623398e+07,6.026986e+07,1.00000000,0.25000000,1,7.295811e-05,gap,0,0,1,3.172800e-01,7.771118e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.748288e+06,2.748288e+06,0.40829599,1.44920358,2.392523e+06,5.496575e+06,1.00000000,0.25000000,1,7.999845e-04,lisa,0,1,0,2.893575e-02,7.086953e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
6.581370e+07,6.581370e+07,0.40838999,1.44863987,5.729416e+07,1.316274e+08,1.00000000,0.25000000,1,3.340623e-05,gap,0,0,1,6.929292e-01,1.696734e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.633437e+06,2.633437e+06,0.40838999,1.44863987,2.292540e+06,5.266873e+06,1.00000000,0.25000000,1,8.348738e-04,lisa,0,1,0,2.772652e-02,6.789227e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
3.239002e+06,3.239002e+06,0.40840200,1.44856786,2.819715e+06,6.478004e+06,1.00000000,0.25000000,1,6.787854e-04,lisa,0,1,0,3.410231e-02,8.350181e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.166820e+07,1.166820e+07,0.40840200,1.44856786,1.015776e+07,2.333640e+07,1.00000000,0.25000000,1,1.884256e-04,gap,0,0,1,1.228504e-01,3.008075e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.117287e+06,2.117287e+06,0.40841699,1.44847798,1.843205e+06,4.234573e+06,1.00000000,0.25000000,1,1.038399e-03,lisa,0,1,0,2.229216e-02,5.458187e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.103986e+06,2.103986e+06,0.40841699,1.44847798,1.831626e+06,4.207972e+06,1.00000000,0.25000000,1,1.044963e-03,lisa,0,1,0,2.215212e-02,5.423898e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.706584e+07,4.706584e+07,0.40851501,1.44789049,4.097319e+07,9.413168e+07,1.00000000,0.25000000,1,4.671302e-05,gap,0,0,1,4.955396e-01,1.213027e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.687762e+08,2.687762e+08,0.40851501,1.44789049,2.339833e+08,5.375524e+08,1.00000000,0.25000000,1,8.179993e-06,gap,0,0,1,2.829849e+00,6.927162e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.027443e+06,2.027443e+06,0.40853801,1.44775264,1.764992e+06,4.054886e+06,1.00000000,0.25000000,1,1.084414e-03,lisa,0,1,0,2.134623e-02,5.225029e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.620549e+06,1.620549e+06,0.40853801,1.44775264,1.410770e+06,3.241098e+06,1.00000000,0.25000000,1,1.356693e-03,lisa,0,1,0,1.706219e-02,4.176402e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.690109e+07,2.690109e+07,0.40853801,1.44775264,2.341876e+07,5.380218e+07,1.00000000,0.25000000,1,8.172855e-05,gap,0,0,1,2.832321e-01,6.932821e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.044080e+06,2.044080e+06,0.40856799,1.44757302,1.779475e+06,4.088161e+06,1.00000000,0.25000000,1,1.075588e-03,lisa,0,1,0,2.152140e-02,5.267519e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.694169e+06,4.694169e+06,0.40863201,1.44718959,4.086511e+06,9.388338e+06,1.00000000,0.25000000,1,4.683656e-04,lisa,0,1,0,4.942324e-02,1.209480e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
9.304650e+07,9.304650e+07,0.40863600,1.44716567,8.100168e+07,1.860930e+08,1.00000000,0.25000000,1,2.362891e-05,gap,0,0,1,9.796537e-01,2.397375e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
9.483245e+06,9.483245e+06,0.40864399,1.44711784,8.255644e+06,1.896649e+07,1.00000000,0.25000000,1,2.318391e-04,gap,0,0,1,9.984573e-02,2.443343e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.024328e+07,1.024328e+07,0.40876499,1.44639348,8.917296e+06,2.048657e+07,1.00000000,0.25000000,1,2.146370e-04,gap,0,0,1,1.078479e-01,2.638384e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.135371e+07,1.135371e+07,0.40878001,1.44630358,9.883974e+06,2.270741e+07,1.00000000,0.25000000,1,1.936449e-04,gap,0,0,1,1.195391e-01,2.924290e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.609920e+07,5.609920e+07,0.40887299,1.44574726,4.883719e+07,1.121984e+08,1.00000000,0.25000000,1,3.919106e-05,gap,0,0,1,5.906486e-01,1.444577e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
8.397505e+06,8.397505e+06,0.40887499,1.44573532,7.310453e+06,1.679501e+07,1.00000000,0.25000000,1,2.618144e-04,lisa,0,1,0,8.841436e-02,2.162381e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
9.326144e+08,9.326144e+08,0.40887800,1.44571731,8.118880e+08,1.865229e+09,1.00000000,0.25000000,1,2.357445e-06,gap,0,0,1,9.819167e+00,2.401491e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.248391e+06,1.248391e+06,0.40888599,1.44566954,1.086787e+06,2.496782e+06,1.00000000,0.25000000,1,1.761137e-03,lisa,0,1,0,1.314387e-02,3.214555e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.564068e+07,2.564068e+07,0.40888599,1.44566954,2.232151e+07,5.128137e+07,1.00000000,0.25000000,1,8.574605e-05,gap,0,0,1,2.699617e-01,6.602371e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
9.747446e+07,9.747446e+07,0.40899599,1.44501177,8.485645e+07,1.949489e+08,1.00000000,0.25000000,1,2.255552e-05,gap,0,0,1,1.026274e+00,2.509252e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
6.078934e+07,6.078934e+07,0.40900701,1.44494585,5.292019e+07,1.215787e+08,1.00000000,0.25000000,1,3.616732e-05,gap,0,0,1,6.400294e-01,1.564837e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.193410e+06,1.193410e+06,0.40900701,1.44494585,1.038924e+06,2.386820e+06,1.00000000,0.25000000,1,1.842273e-03,lisa,0,1,0,1.256499e-02,3.072073e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.262253e+06,2.262253e+06,0.40902200,1.44485625,1.969405e+06,4.524505e+06,1.00000000,0.25000000,1,9.718576e-04,lisa,0,1,0,2.381846e-02,5.823270e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.582772e+06,2.582772e+06,0.40903699,1.44476665,2.248434e+06,5.165545e+06,1.00000000,0.25000000,1,8.512510e-04,lisa,0,1,0,2.719309e-02,6.648077e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.542235e+06,4.542235e+06,0.40905201,1.44467687,3.954245e+06,9.084470e+06,1.00000000,0.25000000,1,4.840321e-04,lisa,0,1,0,4.782358e-02,1.169132e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.058665e+06,4.058665e+06,0.40911701,1.44428847,3.533273e+06,8.117331e+06,1.00000000,0.25000000,1,5.417021e-04,lisa,0,1,0,4.273225e-02,1.044499e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.182597e+06,1.182597e+06,0.40912801,1.44422277,1.029510e+06,2.365193e+06,1.00000000,0.25000000,1,1.859118e-03,lisa,0,1,0,1.245114e-02,3.043336e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
6.431739e+06,6.431739e+06,0.40917400,1.44394808,5.599154e+06,1.286348e+07,1.00000000,0.25000000,1,3.418340e-04,lisa,0,1,0,6.771750e-02,1.654981e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
6.807470e+08,6.807470e+08,0.40923399,1.44358981,5.926247e+08,1.361494e+09,1.00000000,0.25000000,1,3.229669e-06,gap,0,0,1,7.167344e+00,1.751405e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.755979e+07,2.755979e+07,0.40923801,1.44356578,2.399219e+07,5.511958e+07,1.00000000,0.25000000,1,7.977519e-05,gap,0,0,1,2.901672e-01,7.090428e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.726705e+07,5.726705e+07,0.40924200,1.44354194,4.985386e+07,1.145341e+08,1.00000000,0.25000000,1,3.839184e-05,gap,0,0,1,6.029445e-01,1.473320e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.151182e+07,1.151182e+07,0.40924901,1.44350012,1.002163e+07,2.302365e+07,1.00000000,0.25000000,1,1.909851e-04,gap,0,0,1,1.212039e-01,2.961618e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.028373e+06,2.028373e+06,0.40926400,1.44341062,1.765802e+06,4.056747e+06,1.00000000,0.25000000,1,1.083917e-03,lisa,0,1,0,2.135602e-02,5.218154e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
7.220032e+07,7.220032e+07,0.40936300,1.44281969,6.285403e+07,1.444006e+08,1.00000000,0.25000000,1,3.045121e-05,gap,0,0,1,7.601716e-01,1.856962e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
4.149646e+07,4.149646e+07,0.40936300,1.44281969,3.612476e+07,8.299291e+07,1.00000000,0.25000000,1,5.298253e-05,gap,0,0,1,4.369015e-01,1.067272e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.412223e+07,3.412223e+07,0.40936300,1.44281969,2.970513e+07,6.824446e+07,1.00000000,0.25000000,1,6.443270e-05,gap,0,0,1,3.592609e-01,8.776096e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
7.625790e+07,7.625790e+07,0.40948001,1.44212168,6.638636e+07,1.525158e+08,1.00000000,0.25000000,1,2.883095e-05,gap,0,0,1,8.028924e-01,1.960761e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
6.194996e+08,6.194996e+08,0.40948001,1.44212168,5.393057e+08,1.238999e+09,1.00000000,0.25000000,1,3.548973e-06,gap,0,0,1,6.522491e+00,1.592872e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.534485e+06,3.534485e+06,0.40950701,1.44196066,3.076948e+06,7.068969e+06,1.00000000,0.25000000,1,6.220390e-04,lisa,0,1,0,3.721334e-02,9.087351e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
8.922203e+08,8.922203e+08,0.40950701,1.44196066,7.767229e+08,1.784441e+09,1.00000000,0.25000000,1,2.464176e-06,gap,0,0,1,9.393871e+00,2.293946e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.984249e+06,1.984249e+06,0.40953699,1.44178189,1.727389e+06,3.968497e+06,1.00000000,0.25000000,1,1.108020e-03,lisa,0,1,0,2.089145e-02,5.101237e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
7.395882e+07,7.395882e+07,0.40960500,1.44137647,6.438489e+07,1.479176e+08,1.00000000,0.25000000,1,2.972718e-05,gap,0,0,1,7.786862e-01,1.901066e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
5.539371e+08,5.539371e+08,0.40961301,1.44132869,4.822303e+08,1.107874e+09,1.00000000,0.25000000,1,3.969020e-06,gap,0,0,1,5.832208e+00,1.423834e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.190745e+06,1.190745e+06,0.40962800,1.44123935,1.036604e+06,2.381491e+06,1.00000000,0.25000000,1,1.846396e-03,lisa,0,1,0,1.253694e-02,3.060567e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.489607e+07,1.489607e+07,0.40972301,1.44067325,1.296778e+07,2.979215e+07,1.00000000,0.25000000,1,1.475951e-04,gap,0,0,1,1.568355e-01,3.827841e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.033998e+06,5.033998e+06,0.40972701,1.44064946,4.382350e+06,1.006800e+07,1.00000000,0.25000000,1,4.367478e-04,lisa,0,1,0,5.300118e-02,1.293573e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.683289e+06,1.683289e+06,0.40973401,1.44060775,1.465388e+06,3.366578e+06,1.00000000,0.25000000,1,1.306126e-03,lisa,0,1,0,1.772275e-02,4.325429e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
3.472911e+06,3.472911e+06,0.40973401,1.44060775,3.023345e+06,6.945822e+06,1.00000000,0.25000000,1,6.330676e-04,lisa,0,1,0,3.656505e-02,8.924095e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
9.833998e+06,9.833998e+06,0.40973401,1.44060775,8.560992e+06,1.966800e+07,1.00000000,0.25000000,1,2.235700e-04,gap,0,0,1,1.035387e-01,2.526973e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.291969e+07,4.291969e+07,0.40973401,1.44060775,3.736376e+07,8.583939e+07,1.00000000,0.25000000,1,5.122561e-05,gap,0,0,1,4.518863e-01,1.102877e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.123369e+06,3.123369e+06,0.40975001,1.44051242,2.719050e+06,6.246738e+06,1.00000000,0.25000000,1,7.039154e-04,lisa,0,1,0,3.288484e-02,8.025587e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
5.246590e+07,5.246590e+07,0.40984800,1.43992892,4.567422e+07,1.049318e+08,1.00000000,0.25000000,1,4.190507e-05,gap,0,0,1,5.523949e-01,1.347804e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.812695e+06,3.812695e+06,0.40985599,1.43988137,3.319144e+06,7.625391e+06,1.00000000,0.25000000,1,5.766491e-04,lisa,0,1,0,4.014252e-02,9.794299e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
3.483112e+06,3.483112e+06,0.40985599,1.43988137,3.032225e+06,6.966224e+06,1.00000000,0.25000000,1,6.312135e-04,lisa,0,1,0,3.667245e-02,8.947643e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.633968e+06,1.633968e+06,0.40985599,1.43988137,1.422452e+06,3.267936e+06,1.00000000,0.25000000,1,1.345551e-03,lisa,0,1,0,1.720347e-02,4.197443e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.906112e+08,4.906112e+08,0.40987101,1.43979196,4.271018e+08,9.812223e+08,1.00000000,0.25000000,1,4.481324e-06,gap,0,0,1,5.165471e+00,1.260268e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.427163e+06,1.427163e+06,0.40987101,1.43979196,1.242417e+06,2.854325e+06,1.00000000,0.25000000,1,1.540530e-03,lisa,0,1,0,1.502609e-02,3.666053e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.529731e+06,1.529731e+06,0.40996200,1.43925048,1.331708e+06,3.059463e+06,1.00000000,0.25000000,1,1.437238e-03,lisa,0,1,0,1.610600e-02,3.928657e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
7.617907e+06,7.617907e+06,0.40996999,1.43920295,6.631773e+06,1.523581e+07,1.00000000,0.25000000,1,2.886078e-04,lisa,0,1,0,8.020624e-02,1.956393e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.728240e+07,1.728240e+07,0.40996999,1.43920295,1.504521e+07,3.456481e+07,1.00000000,0.25000000,1,1.272154e-04,gap,0,0,1,1.819603e-01,4.438381e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.173885e+06,2.173885e+06,0.40999201,1.43907193,1.892477e+06,4.347771e+06,1.00000000,0.25000000,1,1.011363e-03,lisa,0,1,0,2.288807e-02,5.582565e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.760658e+06,4.760658e+06,0.40999201,1.43907193,4.144394e+06,9.521317e+06,1.00000000,0.25000000,1,4.618242e-04,lisa,0,1,0,5.012329e-02,1.222543e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.234219e+06,3.234219e+06,0.40999201,1.43907193,2.815551e+06,6.468438e+06,1.00000000,0.25000000,1,6.797893e-04,lisa,0,1,0,3.405195e-02,8.305515e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.954576e+06,1.954576e+06,0.40999201,1.43907193,1.701558e+06,3.909153e+06,1.00000000,0.25000000,1,1.124841e-03,lisa,0,1,0,2.057904e-02,5.019376e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.991763e+07,1.991763e+07,0.41008699,1.43850701,1.733930e+07,3.983525e+07,1.00000000,0.25000000,1,1.103840e-04,gap,0,0,1,2.097056e-01,5.113687e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.216738e+06,1.216738e+06,0.41009101,1.43848309,1.059232e+06,2.433475e+06,1.00000000,0.25000000,1,1.806953e-03,lisa,0,1,0,1.281060e-02,3.123843e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.679908e+07,4.679908e+07,0.41009101,1.43848309,4.074097e+07,9.359817e+07,1.00000000,0.25000000,1,4.697928e-05,gap,0,0,1,4.927310e-01,1.201516e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
7.636581e+07,7.636581e+07,0.41009900,1.43843560,6.648030e+07,1.527316e+08,1.00000000,0.25000000,1,2.879021e-05,gap,0,0,1,8.040286e-01,1.960572e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.176101e+07,1.176101e+07,0.41009900,1.43843560,1.023856e+07,2.352203e+07,1.00000000,0.25000000,1,1.869386e-04,gap,0,0,1,1.238275e-01,3.019455e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.952022e+06,2.952022e+06,0.41011399,1.43834647,2.569885e+06,5.904045e+06,1.00000000,0.25000000,1,7.447732e-04,lisa,0,1,0,3.108080e-02,7.578576e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.426956e+08,4.426956e+08,0.41020900,1.43778172,3.853889e+08,8.853912e+08,1.00000000,0.25000000,1,4.966364e-06,gap,0,0,1,4.660985e+00,1.136246e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.189023e+07,1.189023e+07,0.41021201,1.43776383,1.035104e+07,2.378046e+07,1.00000000,0.25000000,1,1.849071e-04,gap,0,0,1,1.251880e-01,3.051788e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.018094e+07,1.018094e+07,0.41022000,1.43771636,8.863025e+06,2.036188e+07,1.00000000,0.25000000,1,2.159513e-04,gap,0,0,1,1.071915e-01,2.613026e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
6.401520e+08,6.401520e+08,0.41022000,1.43771636,5.572847e+08,1.280304e+09,1.00000000,0.25000000,1,3.434477e-06,gap,0,0,1,6.739934e+00,1.643005e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.684278e+07,2.684278e+07,0.41022000,1.43771636,2.336800e+07,5.368556e+07,1.00000000,0.25000000,1,8.190609e-05,gap,0,0,1,2.826181e-01,6.889429e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.053262e+08,4.053262e+08,0.41022000,1.43771636,3.528570e+08,8.106525e+08,1.00000000,0.25000000,1,5.424241e-06,gap,0,0,1,4.267536e+00,1.040304e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.384382e+07,2.384382e+07,0.41033000,1.43706287,2.075725e+07,4.768763e+07,1.00000000,0.25000000,1,9.220787e-05,gap,0,0,1,2.510431e-01,6.118078e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.326185e+06,1.326185e+06,0.41033000,1.43706287,1.154511e+06,2.652371e+06,1.00000000,0.25000000,1,1.657828e-03,lisa,0,1,0,1.396294e-02,3.402855e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.582418e+06,1.582418e+06,0.41033000,1.43706287,1.377575e+06,3.164836e+06,1.00000000,0.25000000,1,1.389385e-03,lisa,0,1,0,1.666072e-02,4.060322e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.042049e+08,1.042049e+08,0.41033399,1.43703915,9.071563e+07,2.084098e+08,1.00000000,0.25000000,1,2.109870e-05,gap,0,0,1,1.097136e+00,2.673765e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.260555e+06,2.260555e+06,0.41034201,1.43699154,1.967927e+06,4.521110e+06,1.00000000,0.25000000,1,9.725874e-04,lisa,0,1,0,2.380058e-02,5.800182e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.159150e+07,1.159150e+07,0.41034201,1.43699154,1.009098e+07,2.318299e+07,1.00000000,0.25000000,1,1.896724e-04,gap,0,0,1,1.220428e-01,2.974172e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
6.534190e+07,6.534190e+07,0.41034201,1.43699154,5.688342e+07,1.306838e+08,1.00000000,0.25000000,1,3.364744e-05,gap,0,0,1,6.879617e-01,1.676557e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.134610e+07,1.134610e+07,0.41045499,1.43632074,9.877356e+06,2.269221e+07,1.00000000,0.25000000,1,1.937747e-04,gap,0,0,1,1.194591e-01,2.910407e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.644405e+06,1.644405e+06,0.41046301,1.43627315,1.431538e+06,3.288810e+06,1.00000000,0.25000000,1,1.337011e-03,lisa,0,1,0,1.731336e-02,4.218007e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
3.784573e+07,3.784573e+07,0.41046301,1.43627315,3.294663e+07,7.569147e+07,1.00000000,0.25000000,1,5.809340e-05,gap,0,0,1,3.984643e-01,9.707680e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.032572e+08,1.032572e+08,0.41058499,1.43554936,8.989058e+07,2.065143e+08,1.00000000,0.25000000,1,2.129235e-05,gap,0,0,1,1.087158e+00,2.647827e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.180632e+06,2.180632e+06,0.41060001,1.43546026,1.898350e+06,4.361264e+06,1.00000000,0.25000000,1,1.008234e-03,lisa,0,1,0,2.295910e-02,5.591598e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.552805e+06,2.552805e+06,0.41069901,1.43487317,2.222346e+06,5.105610e+06,1.00000000,0.25000000,1,8.612438e-04,lisa,0,1,0,2.687758e-02,6.544349e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.373605e+06,2.373605e+06,0.41070601,1.43483165,2.066343e+06,4.747210e+06,1.00000000,0.25000000,1,9.262651e-04,lisa,0,1,0,2.499085e-02,6.084850e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.228654e+09,2.228654e+09,0.41070601,1.43483165,1.940156e+09,4.457307e+09,1.00000000,0.25000000,1,9.865092e-07,gap,0,0,1,2.346471e+01,5.713261e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
8.377488e+08,8.377488e+08,0.41075200,1.43455906,7.293027e+08,1.675498e+09,1.00000000,0.25000000,1,2.624399e-06,gap,0,0,1,8.820360e+00,2.147369e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.266368e+08,1.266368e+08,0.41081101,1.43420936,1.102438e+08,2.532737e+08,1.00000000,0.25000000,1,1.736136e-05,gap,0,0,1,1.333314e+00,3.245567e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.374833e+08,1.374833e+08,0.41081500,1.43418570,1.196862e+08,2.749666e+08,1.00000000,0.25000000,1,1.599167e-05,gap,0,0,1,1.447513e+00,3.523516e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.344937e+06,2.344937e+06,0.41081700,1.43417387,2.041386e+06,4.689873e+06,1.00000000,0.25000000,1,9.375893e-04,lisa,0,1,0,2.468901e-02,6.009733e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.380210e+08,1.380210e+08,0.41081700,1.43417387,1.201542e+08,2.760419e+08,1.00000000,0.25000000,1,1.592937e-05,gap,0,0,1,1.453174e+00,3.537278e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.137142e+07,2.137142e+07,0.41082001,1.43415603,1.860490e+07,4.274284e+07,1.00000000,0.25000000,1,1.028751e-04,gap,0,0,1,2.250121e-01,5.477146e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
