m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut,f_isco_hz,band,in_pta,in_lisa,in_gap,p_orb_isco_rest_days,p_orb_isco_obs_days,in_stripe82,in_ptf,in_lsst,expected_sin_stripe82,expected_saw_stripe82,expected_sin_lsst,expected_saw_lsst
3.928787e+08,3.928787e+08,0.34323499,1.91345591,3.420207e+08,7.857573e+08,1.00000000,0.25000000,1,5.596098e-06,gap,0,0,1,4.136480e+00,1.205145e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
7.227739e+08,7.227739e+08,0.34333000,1.91264967,6.292112e+08,1.445548e+09,1.00000000,0.25000000,1,3.041875e-06,gap,0,0,1,7.609830e+00,2.216477e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.545630e+06,2.545630e+06,0.34343800,1.91173371,2.216100e+06,5.091261e+06,1.00000000,0.25000000,1,8.636711e-04,lisa,0,1,0,2.680204e-02,7.804040e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.625007e+06,1.625007e+06,0.34352699,1.91097943,1.414651e+06,3.250015e+06,1.00000000,0.25000000,1,1.352971e-03,lisa,0,1,0,1.710913e-02,4.980432e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
5.008828e+07,5.008828e+07,0.34353399,1.91092009,4.360438e+07,1.001766e+08,1.00000000,0.25000000,1,4.389425e-05,gap,0,0,1,5.273617e-01,1.535108e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.605196e+06,1.605196e+06,0.34355301,1.91075898,1.397405e+06,3.210393e+06,1.00000000,0.25000000,1,1.369669e-03,lisa,0,1,0,1.690054e-02,4.919341e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.327452e+08,1.327452e+08,0.34363100,1.91009834,1.155614e+08,2.654904e+08,1.00000000,0.25000000,1,1.656246e-05,gap,0,0,1,1.397627e+00,4.067233e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.431106e+08,1.431106e+08,0.34363499,1.91006452,1.245850e+08,2.862211e+08,1.00000000,0.25000000,1,1.536286e-05,gap,0,0,1,1.506761e+00,4.384770e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.703277e+07,1.703277e+07,0.34363499,1.91006452,1.482789e+07,3.406555e+07,1.00000000,0.25000000,1,1.290798e-04,gap,0,0,1,1.793320e-01,5.218678e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.723177e+06,3.723177e+06,0.34364200,1.91000521,3.241214e+06,7.446354e+06,1.00000000,0.25000000,1,5.905138e-04,lisa,0,1,0,3.920001e-02,1.140722e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.184841e+08,1.184841e+08,0.34373200,1.90924325,1.031464e+08,2.369681e+08,1.00000000,0.25000000,1,1.855598e-05,gap,0,0,1,1.247477e+00,3.629213e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
4.227355e+08,4.227355e+08,0.34374300,1.90915018,3.680126e+08,8.454709e+08,1.00000000,0.25000000,1,5.200859e-06,gap,0,0,1,4.450832e+00,1.294814e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.566711e+06,1.566711e+06,0.34375599,1.90904022,1.363901e+06,3.133422e+06,1.00000000,0.25000000,1,1.403314e-03,lisa,0,1,0,1.649535e-02,4.798562e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
8.817523e+07,8.817523e+07,0.34383601,1.90836321,7.676099e+07,1.763505e+08,1.00000000,0.25000000,1,2.493430e-05,gap,0,0,1,9.283657e-01,2.700025e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.175489e+07,1.175489e+07,0.34383899,1.90833800,1.023322e+07,2.350977e+07,1.00000000,0.25000000,1,1.870360e-04,gap,0,0,1,1.237630e-01,3.599448e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.251329e+06,5.251329e+06,0.34384501,1.90828708,4.571547e+06,1.050266e+07,1.00000000,0.25000000,1,4.186726e-04,lisa,0,1,0,5.528938e-02,1.607974e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.360667e+06,1.360667e+06,0.34385800,1.90817718,1.184530e+06,2.721334e+06,1.00000000,0.25000000,1,1.615816e-03,lisa,0,1,0,1.432598e-02,4.166250e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.476912e+06,4.476912e+06,0.34385800,1.90817718,3.897378e+06,8.953823e+06,1.00000000,0.25000000,1,4.910947e-04,lisa,0,1,0,4.713582e-02,1.370793e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.094469e+08,1.094469e+08,0.34393600,1.90751771,9.527902e+07,2.188937e+08,1.00000000,0.25000000,1,2.008817e-05,gap,0,0,1,1.152327e+00,3.350412e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.446752e+06,2.446752e+06,0.34393799,1.90750083,2.130022e+06,4.893504e+06,1.00000000,0.25000000,1,8.985738e-04,lisa,0,1,0,2.576099e-02,7.490009e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
5.201506e+06,5.201506e+06,0.34394100,1.90747538,4.528174e+06,1.040301e+07,1.00000000,0.25000000,1,4.226829e-04,lisa,0,1,0,5.476481e-02,1.592273e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.564452e+07,2.564452e+07,0.34394699,1.90742475,2.232485e+07,5.128905e+07,1.00000000,0.25000000,1,8.573321e-05,gap,0,0,1,2.700021e-01,7.850108e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.478285e+06,1.478285e+06,0.34395999,1.90731491,1.286921e+06,2.956569e+06,1.00000000,0.25000000,1,1.487256e-03,lisa,0,1,0,1.556433e-02,4.525042e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.132389e+06,2.132389e+06,0.34395999,1.90731491,1.856352e+06,4.264777e+06,1.00000000,0.25000000,1,1.031044e-03,lisa,0,1,0,2.245116e-02,6.527260e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.887629e+07,1.887629e+07,0.34402999,1.90672331,1.643277e+07,3.775258e+07,1.00000000,0.25000000,1,1.164735e-04,gap,0,0,1,1.987418e-01,5.776874e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.204133e+08,4.204133e+08,0.34404299,1.90661353,3.659911e+08,8.408267e+08,1.00000000,0.25000000,1,5.229585e-06,gap,0,0,1,4.426383e+00,1.286579e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.226439e+06,5.226439e+06,0.34404299,1.90661353,4.549880e+06,1.045288e+07,1.00000000,0.25000000,1,4.206664e-04,lisa,0,1,0,5.502733e-02,1.599432e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.705905e+06,1.705905e+06,0.34404299,1.90661353,1.485077e+06,3.411810e+06,1.00000000,0.25000000,1,1.288810e-03,lisa,0,1,0,1.796087e-02,5.220531e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.860230e+07,1.860230e+07,0.34404901,1.90656267,1.619424e+07,3.720460e+07,1.00000000,0.25000000,1,1.181890e-04,gap,0,0,1,1.958571e-01,5.692708e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.970106e+07,3.970106e+07,0.34404901,1.90656267,3.456178e+07,7.940212e+07,1.00000000,0.25000000,1,5.537855e-05,gap,0,0,1,4.179984e-01,1.214939e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.014556e+06,2.014556e+06,0.34406200,1.90645290,1.753773e+06,4.029111e+06,1.00000000,0.25000000,1,1.091351e-03,lisa,0,1,0,2.121054e-02,6.164744e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
5.696900e+07,5.696900e+07,0.34415099,1.90570136,4.959439e+07,1.139380e+08,1.00000000,0.25000000,1,3.859270e-05,gap,0,0,1,5.998064e-01,1.742858e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.005654e+06,2.005654e+06,0.34416401,1.90559140,1.746023e+06,4.011308e+06,1.00000000,0.25000000,1,1.096195e-03,lisa,0,1,0,2.111682e-02,6.135685e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.334566e+06,1.334566e+06,0.34424299,1.90492480,1.161807e+06,2.669132e+06,1.00000000,0.25000000,1,1.647418e-03,lisa,0,1,0,1.405117e-02,4.081760e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
6.623059e+06,6.623059e+06,0.34425300,1.90484031,5.765707e+06,1.324612e+07,1.00000000,0.25000000,1,3.319595e-04,lisa,0,1,0,6.973184e-02,2.025599e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.321208e+06,1.321208e+06,0.34435499,1.90398001,1.150178e+06,2.642415e+06,1.00000000,0.25000000,1,1.664074e-03,lisa,0,1,0,1.391053e-02,4.039589e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.134671e+07,1.134671e+07,0.34436700,1.90387873,9.877883e+06,2.269342e+07,1.00000000,0.25000000,1,1.937643e-04,gap,0,0,1,1.194655e-01,3.469132e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.127222e+07,5.127222e+07,0.34445700,1.90311998,4.463506e+07,1.025444e+08,1.00000000,0.25000000,1,4.288068e-05,gap,0,0,1,5.398270e-01,1.567183e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.154190e+08,1.154190e+08,0.34455201,1.90231945,1.004780e+08,2.308379e+08,1.00000000,0.25000000,1,1.904875e-05,gap,0,0,1,1.215205e+00,3.526914e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.718350e+06,2.718350e+06,0.34455901,1.90226045,2.366461e+06,5.436699e+06,1.00000000,0.25000000,1,8.087950e-04,lisa,0,1,0,2.862054e-02,8.306426e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.488412e+07,1.488412e+07,0.34455901,1.90226045,1.295738e+07,2.976823e+07,1.00000000,0.25000000,1,1.477137e-04,gap,0,0,1,1.567096e-01,4.548121e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.187393e+06,3.187393e+06,0.34457201,1.90215101,2.774787e+06,6.374786e+06,1.00000000,0.25000000,1,6.897761e-04,lisa,0,1,0,3.355893e-02,9.739309e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.414438e+06,1.414438e+06,0.34459701,1.90194043,1.231339e+06,2.828875e+06,1.00000000,0.25000000,1,1.554390e-03,lisa,0,1,0,1.489211e-02,4.321602e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.123826e+06,2.123826e+06,0.34459701,1.90194043,1.848898e+06,4.247653e+06,1.00000000,0.25000000,1,1.035201e-03,lisa,0,1,0,2.236102e-02,6.489034e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
7.231976e+07,7.231976e+07,0.34465101,1.90148574,6.295800e+07,1.446395e+08,1.00000000,0.25000000,1,3.040092e-05,gap,0,0,1,7.614291e-01,2.209276e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.345143e+06,3.345143e+06,0.34467399,1.90129231,2.912116e+06,6.690286e+06,1.00000000,0.25000000,1,6.572476e-04,lisa,0,1,0,3.521983e-02,1.021830e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.481104e+06,2.481104e+06,0.34467399,1.90129231,2.159927e+06,4.962208e+06,1.00000000,0.25000000,1,8.861327e-04,lisa,0,1,0,2.612267e-02,7.578949e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.623487e+06,4.623487e+06,0.34485501,1.89976938,4.024979e+06,9.246974e+06,1.00000000,0.25000000,1,4.755258e-04,lisa,0,1,0,4.867906e-02,1.411580e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.975539e+07,2.975539e+07,0.34485501,1.89976938,2.590357e+07,5.951078e+07,1.00000000,0.25000000,1,7.388871e-05,gap,0,0,1,3.132840e-01,9.084512e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
9.353883e+07,9.353883e+07,0.34485900,1.89973580,8.143028e+07,1.870777e+08,1.00000000,0.25000000,1,2.350454e-05,gap,0,0,1,9.848372e-01,2.855768e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
5.117390e+06,5.117390e+06,0.34486499,1.89968543,4.454947e+06,1.023478e+07,1.00000000,0.25000000,1,4.296306e-04,lisa,0,1,0,5.387919e-02,1.562327e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.638604e+08,1.638604e+08,0.34495801,1.89890357,1.426487e+08,3.277207e+08,1.00000000,0.25000000,1,1.341745e-05,gap,0,0,1,1.725228e+00,5.001268e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
4.542338e+07,4.542338e+07,0.34496099,1.89887853,3.954335e+07,9.084676e+07,1.00000000,0.25000000,1,4.840211e-05,gap,0,0,1,4.782467e-01,1.386379e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
9.405728e+07,9.405728e+07,0.34496099,1.89887853,8.188161e+07,1.881146e+08,1.00000000,0.25000000,1,2.337498e-05,gap,0,0,1,9.902958e-01,2.870747e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.662784e+06,1.662784e+06,0.34498000,1.89871875,1.447538e+06,3.325568e+06,1.00000000,0.25000000,1,1.322233e-03,lisa,0,1,0,1.750687e-02,5.074748e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.190729e+07,4.190729e+07,0.34505999,1.89804679,3.648242e+07,8.381458e+07,1.00000000,0.25000000,1,5.246312e-05,gap,0,0,1,4.412270e-01,1.278697e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.873029e+07,2.873029e+07,0.34506300,1.89802151,2.501117e+07,5.746059e+07,1.00000000,0.25000000,1,7.652506e-05,gap,0,0,1,3.024911e-01,8.766257e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.305982e+07,1.305982e+07,0.34506300,1.89802151,1.136923e+07,2.611963e+07,1.00000000,0.25000000,1,1.683475e-04,gap,0,0,1,1.375022e-01,3.984843e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.096442e+06,2.096442e+06,0.34506899,1.89797120,1.825059e+06,4.192885e+06,1.00000000,0.25000000,1,1.048723e-03,lisa,0,1,0,2.207270e-02,6.396604e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.704709e+06,2.704709e+06,0.34506899,1.89797120,2.354586e+06,5.409418e+06,1.00000000,0.25000000,1,8.128739e-04,lisa,0,1,0,2.847692e-02,8.252531e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.558931e+06,2.558931e+06,0.34508201,1.89786183,2.227679e+06,5.117863e+06,1.00000000,0.25000000,1,8.591819e-04,lisa,0,1,0,2.694208e-02,7.807443e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.328299e+06,2.328299e+06,0.34508201,1.89786183,2.026902e+06,4.656599e+06,1.00000000,0.25000000,1,9.442890e-04,lisa,0,1,0,2.451384e-02,7.103772e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.658252e+06,1.658252e+06,0.34517199,1.89710647,1.443592e+06,3.316504e+06,1.00000000,0.25000000,1,1.325846e-03,lisa,0,1,0,1.745915e-02,5.058102e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.525465e+07,4.525465e+07,0.34517199,1.89710647,3.939646e+07,9.050930e+07,1.00000000,0.25000000,1,4.858257e-05,gap,0,0,1,4.764702e-01,1.380385e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.692117e+07,1.692117e+07,0.34517199,1.89710647,1.473073e+07,3.384234e+07,1.00000000,0.25000000,1,1.299312e-04,gap,0,0,1,1.781570e-01,5.161398e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.955713e+06,1.955713e+06,0.34518400,1.89700567,1.702547e+06,3.911426e+06,1.00000000,0.25000000,1,1.124187e-03,lisa,0,1,0,2.059101e-02,5.965227e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.442914e+06,4.442914e+06,0.34518400,1.89700567,3.867781e+06,8.885828e+06,1.00000000,0.25000000,1,4.948526e-04,lisa,0,1,0,4.677787e-02,1.355158e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.181798e+06,1.181798e+06,0.34520999,1.89678758,1.028815e+06,2.363596e+06,1.00000000,0.25000000,1,1.860375e-03,lisa,0,1,0,1.244273e-02,3.604395e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.445143e+06,4.445143e+06,0.34528700,1.89614151,3.869722e+06,8.890286e+06,1.00000000,0.25000000,1,4.946044e-04,lisa,0,1,0,4.680134e-02,1.355433e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.381576e+07,5.381576e+07,0.34536999,1.89544551,4.684934e+07,1.076315e+08,1.00000000,0.25000000,1,4.085397e-05,gap,0,0,1,5.666071e-01,1.640580e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.079052e+06,2.079052e+06,0.34537601,1.89539504,1.809920e+06,4.158105e+06,1.00000000,0.25000000,1,1.057495e-03,lisa,0,1,0,2.188961e-02,6.337906e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
5.205683e+08,5.205683e+08,0.34537601,1.89539504,4.531811e+08,1.041137e+09,1.00000000,0.25000000,1,4.223437e-06,gap,0,0,1,5.480880e+00,1.586931e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.790080e+06,4.790080e+06,0.34537601,1.89539504,4.170007e+06,9.580160e+06,1.00000000,0.25000000,1,4.589876e-04,lisa,0,1,0,5.043305e-02,1.460236e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.528757e+06,1.528757e+06,0.34542999,1.89494265,1.330860e+06,3.057514e+06,1.00000000,0.25000000,1,1.438154e-03,lisa,0,1,0,1.609574e-02,4.659625e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.632300e+08,2.632300e+08,0.34546900,1.89461574,2.291550e+08,5.264600e+08,1.00000000,0.25000000,1,8.352343e-06,gap,0,0,1,2.771456e+00,8.022299e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.307144e+06,1.307144e+06,0.34549099,1.89443147,1.137935e+06,2.614287e+06,1.00000000,0.25000000,1,1.681979e-03,lisa,0,1,0,1.376245e-02,3.983447e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
9.801417e+06,9.801417e+06,0.34549099,1.89443147,8.532629e+06,1.960283e+07,1.00000000,0.25000000,1,2.243132e-04,gap,0,0,1,1.031957e-01,2.986927e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.278920e+06,2.278920e+06,0.34556901,1.89377797,1.983915e+06,4.557839e+06,1.00000000,0.25000000,1,9.647499e-04,lisa,0,1,0,2.399394e-02,6.943313e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.311794e+06,1.311794e+06,0.34556901,1.89377797,1.141983e+06,2.623587e+06,1.00000000,0.25000000,1,1.676016e-03,lisa,0,1,0,1.381141e-02,3.996716e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.063014e+07,1.063014e+07,0.34557101,1.89376125,9.254078e+06,2.126029e+07,1.00000000,0.25000000,1,2.068257e-04,gap,0,0,1,1.119210e-01,3.238727e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.295083e+07,1.295083e+07,0.34558100,1.89367764,1.127435e+07,2.590165e+07,1.00000000,0.25000000,1,1.697643e-04,gap,0,0,1,1.363547e-01,3.945665e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.092575e+06,4.092575e+06,0.34558100,1.89367764,3.562793e+06,8.185149e+06,1.00000000,0.25000000,1,5.372137e-04,lisa,0,1,0,4.308927e-02,1.246865e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.950502e+08,3.950502e+08,0.34559301,1.89357708,3.439112e+08,7.901004e+08,1.00000000,0.25000000,1,5.565337e-06,gap,0,0,1,4.159343e+00,1.203538e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.516061e+08,1.516061e+08,0.34567201,1.89291573,1.319808e+08,3.032123e+08,1.00000000,0.25000000,1,1.450197e-05,gap,0,0,1,1.596207e+00,4.617694e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.314566e+08,1.314566e+08,0.34567299,1.89290750,1.144396e+08,2.629132e+08,1.00000000,0.25000000,1,1.672482e-05,gap,0,0,1,1.384060e+00,4.003957e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.488220e+06,1.488220e+06,0.34567299,1.89290750,1.295570e+06,2.976439e+06,1.00000000,0.25000000,1,1.477327e-03,lisa,0,1,0,1.566894e-02,4.532879e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
3.195719e+07,3.195719e+07,0.34567699,1.89287408,2.782035e+07,6.391438e+07,1.00000000,0.25000000,1,6.879790e-05,gap,0,0,1,3.364659e-01,9.733535e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.818394e+06,2.818394e+06,0.34567699,1.89287408,2.453554e+06,5.636788e+06,1.00000000,0.25000000,1,7.800852e-04,lisa,0,1,0,2.967387e-02,8.584277e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.861086e+06,1.861086e+06,0.34567699,1.89287408,1.620170e+06,3.722173e+06,1.00000000,0.25000000,1,1.181346e-03,lisa,0,1,0,1.959472e-02,5.668506e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.391374e+09,1.391374e+09,0.34567699,1.89287408,1.211262e+09,2.782749e+09,1.00000000,0.25000000,1,1.580155e-06,gap,0,0,1,1.464929e+01,4.237855e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.234308e+08,3.234308e+08,0.34569600,1.89271497,2.815628e+08,6.468615e+08,1.00000000,0.25000000,1,6.797707e-06,gap,0,0,1,3.405288e+00,9.850527e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.481842e+07,2.481842e+07,0.34571800,1.89253094,2.160569e+07,4.963685e+07,1.00000000,0.25000000,1,8.858691e-05,gap,0,0,1,2.613044e-01,7.558310e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.019486e+06,2.019486e+06,0.34572101,1.89250575,1.758065e+06,4.038972e+06,1.00000000,0.25000000,1,1.088687e-03,lisa,0,1,0,2.126246e-02,6.150177e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
8.613168e+07,8.613168e+07,0.34574100,1.89233845,7.498198e+07,1.722634e+08,1.00000000,0.25000000,1,2.552589e-05,gap,0,0,1,9.068500e-01,2.622917e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.507101e+08,1.507101e+08,0.34577399,1.89206249,1.312007e+08,3.014201e+08,1.00000000,0.25000000,1,1.458819e-05,gap,0,0,1,1.586773e+00,4.589047e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
4.521701e+07,4.521701e+07,0.34577900,1.89202061,3.936369e+07,9.043401e+07,1.00000000,0.25000000,1,4.862302e-05,gap,0,0,1,4.760739e-01,1.376815e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.088958e+06,3.088958e+06,0.34579799,1.89186184,2.689094e+06,6.177916e+06,1.00000000,0.25000000,1,7.117570e-04,lisa,0,1,0,3.252254e-02,9.405070e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.528787e+06,1.528787e+06,0.34579799,1.89186184,1.330886e+06,3.057573e+06,1.00000000,0.25000000,1,1.438126e-03,lisa,0,1,0,1.609605e-02,4.654756e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.567213e+06,2.567213e+06,0.34579799,1.89186184,2.234889e+06,5.134426e+06,1.00000000,0.25000000,1,8.564102e-04,lisa,0,1,0,2.702928e-02,7.816493e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.695291e+06,1.695291e+06,0.34582400,1.89164428,1.475836e+06,3.390582e+06,1.00000000,0.25000000,1,1.296879e-03,lisa,0,1,0,1.784912e-02,5.161330e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.671021e+07,1.671021e+07,0.34587499,1.89121797,1.454709e+07,3.342043e+07,1.00000000,0.25000000,1,1.315715e-04,gap,0,0,1,1.759359e-01,5.086691e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.857794e+07,3.857794e+07,0.34588099,1.89116789,3.358405e+07,7.715589e+07,1.00000000,0.25000000,1,5.699079e-05,gap,0,0,1,4.061735e-01,1.174316e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.183071e+06,1.183071e+06,0.34588099,1.89116789,1.029923e+06,2.366141e+06,1.00000000,0.25000000,1,1.858374e-03,lisa,0,1,0,1.245613e-02,3.601277e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
7.021745e+06,7.021745e+06,0.34588799,1.89110935,6.112784e+06,1.404349e+07,1.00000000,0.25000000,1,3.131113e-04,lisa,0,1,0,7.392947e-02,2.137382e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.732950e+08,5.732950e+08,0.34588799,1.89110935,4.990822e+08,1.146590e+09,1.00000000,0.25000000,1,3.835002e-06,gap,0,0,1,6.036020e+00,1.745079e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.807101e+06,2.807101e+06,0.34590101,1.89100050,2.443723e+06,5.614202e+06,1.00000000,0.25000000,1,7.832235e-04,lisa,0,1,0,2.955497e-02,8.544343e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.527724e+07,1.527724e+07,0.34596801,1.89044067,1.329961e+07,3.055447e+07,1.00000000,0.25000000,1,1.439126e-04,gap,0,0,1,1.608486e-01,4.649234e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.950915e+08,1.950915e+08,0.34598100,1.89033211,1.698370e+08,3.901831e+08,1.00000000,0.25000000,1,1.126952e-05,gap,0,0,1,2.054050e+00,5.936886e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.582197e+06,2.582197e+06,0.34599000,1.89025693,2.247933e+06,5.164393e+06,1.00000000,0.25000000,1,8.514408e-04,lisa,0,1,0,2.718703e-02,7.857751e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.321627e+06,2.321627e+06,0.34600300,1.89014838,2.021094e+06,4.643254e+06,1.00000000,0.25000000,1,9.470029e-04,lisa,0,1,0,2.444359e-02,7.064559e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.629495e+06,1.629495e+06,0.34600300,1.89014838,1.418558e+06,3.258990e+06,1.00000000,0.25000000,1,1.349244e-03,lisa,0,1,0,1.715638e-02,4.958448e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
5.517228e+06,5.517228e+06,0.34600300,1.89014838,4.803026e+06,1.103446e+07,1.00000000,0.25000000,1,3.984949e-04,lisa,0,1,0,5.808894e-02,1.678857e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.439097e+07,1.439097e+07,0.34608600,1.88945526,1.252806e+07,2.878193e+07,1.00000000,0.25000000,1,1.527755e-04,gap,0,0,1,1.515174e-01,4.378027e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.171932e+07,1.171932e+07,0.34609300,1.88939679,1.020226e+07,2.343865e+07,1.00000000,0.25000000,1,1.876036e-04,gap,0,0,1,1.233886e-01,3.565187e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.174240e+06,4.174240e+06,0.34609300,1.88939679,3.633887e+06,8.348480e+06,1.00000000,0.25000000,1,5.267037e-04,lisa,0,1,0,4.394909e-02,1.269864e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.091881e+06,3.091881e+06,0.34609300,1.88939679,2.691638e+06,6.183761e+06,1.00000000,0.25000000,1,7.110842e-04,lisa,0,1,0,3.255332e-02,9.405945e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.854827e+08,2.854827e+08,0.34610599,1.88928831,2.485272e+08,5.709655e+08,1.00000000,0.25000000,1,7.701297e-06,gap,0,0,1,3.005747e+00,8.684469e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
