m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut,f_isco_hz,band,in_pta,in_lisa,in_gap
1.397386e+06,1.397386e+06,0.16250101,5.15380801,1.216495e+06,2.794771e+06,1.00000000,0.25000000,1,1.573358e-03,lisa,0,1,0
1.269182e+06,1.269182e+06,0.16264400,5.14839777,1.104887e+06,2.538364e+06,1.00000000,0.25000000,1,1.732287e-03,lisa,0,1,0
1.845143e+06,1.845143e+06,0.16288701,5.13922509,1.606290e+06,3.690286e+06,1.00000000,0.25000000,1,1.191554e-03,lisa,0,1,0
1.261887e+06,1.261887e+06,0.16297100,5.13606083,1.098536e+06,2.523773e+06,1.00000000,0.25000000,1,1.742302e-03,lisa,0,1,0
6.695822e+07,6.695822e+07,0.16308001,5.13195952,5.829052e+07,1.339164e+08,1.00000000,0.25000000,1,3.283521e-05,gap,0,0,1
4.406112e+07,4.406112e+07,0.16315500,5.12914084,3.835743e+07,8.812223e+07,1.00000000,0.25000000,1,4.989859e-05,gap,0,0,1
3.668054e+07,3.668054e+07,0.16327900,5.12448642,3.193227e+07,7.336109e+07,1.00000000,0.25000000,1,5.993879e-05,gap,0,0,1
1.275483e+06,1.275483e+06,0.16345499,5.11789198,1.110372e+06,2.550966e+06,1.00000000,0.25000000,1,1.723730e-03,lisa,0,1,0
1.228076e+06,1.228076e+06,0.16367300,5.10974326,1.069103e+06,2.456153e+06,1.00000000,0.25000000,1,1.790269e-03,lisa,0,1,0
9.879894e+06,9.879894e+06,0.16394299,5.09968126,8.600947e+06,1.975979e+07,1.00000000,0.25000000,1,2.225315e-04,gap,0,0,1
1.358832e+06,1.358832e+06,0.16403700,5.09618546,1.182932e+06,2.717665e+06,1.00000000,0.25000000,1,1.617998e-03,lisa,0,1,0
1.369300e+06,1.369300e+06,0.16415800,5.09169209,1.192045e+06,2.738601e+06,1.00000000,0.25000000,1,1.605628e-03,lisa,0,1,0
1.716209e+07,1.716209e+07,0.16433400,5.08516804,1.494047e+07,3.432418e+07,1.00000000,0.25000000,1,1.281072e-04,gap,0,0,1
9.757366e+06,9.757366e+06,0.16452900,5.07795602,8.494281e+06,1.951473e+07,1.00000000,0.25000000,1,2.253259e-04,gap,0,0,1
