m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut
2.270948e+08,2.207972e+07,0.49056900,1.03844925,5.505790e+07,2.491745e+08,0.09722688,0.08075947,1
8.671907e+06,1.920254e+06,0.49058700,1.03837445,3.371996e+06,1.059216e+07,0.22143387,0.14842400,1
5.353469e+07,2.073251e+06,0.49070501,1.03788421,7.553442e+06,5.560794e+07,0.03872724,0.03589331,1
1.182806e+09,1.427353e+06,0.49070501,1.03788421,2.097875e+07,1.184234e+09,0.00120675,0.00120384,1
2.559788e+08,2.327945e+07,0.49071401,1.03784684,5.969044e+07,2.792582e+08,0.09094290,0.07641256,1
2.554311e+06,1.833702e+06,0.49073201,1.03777209,1.878919e+06,4.388013e+06,0.71788548,0.24325779,1
3.537659e+07,1.379942e+06,0.49084601,1.03729883,5.012787e+06,3.675653e+07,0.03900722,0.03613332,1
4.936965e+08,2.394848e+06,0.49085000,1.03728226,2.016185e+07,4.960913e+08,0.00485085,0.00480413,1
2.918497e+07,1.795808e+07,0.49085000,1.03728226,1.981381e+07,4.714305e+07,0.61531930,0.23582170,1
8.626439e+08,4.498583e+06,0.49087700,1.03717020,3.678970e+07,8.671425e+08,0.00521488,0.00516091,1
1.663567e+09,1.508666e+06,0.49089599,1.03709142,2.485954e+07,1.665075e+09,0.00090689,0.00090524,1
1.343518e+06,1.255824e+06,0.49091399,1.03701672,1.130656e+06,2.599342e+06,0.93472801,0.24971545,1
3.662297e+07,1.892515e+07,0.49099100,1.03669723,2.267472e+07,5.554813e+07,0.51675639,0.22462298,1
1.806791e+07,2.954739e+06,0.49100500,1.03663912,5.914509e+06,2.102265e+07,0.16353519,0.12079590,1
2.191261e+06,1.264997e+06,0.49102300,1.03656446,1.438629e+06,3.456258e+06,0.57729193,0.23204452,1
3.107071e+08,6.510761e+07,0.49107301,1.03635707,1.171103e+08,3.758147e+08,0.20954659,0.14323046,1
1.094175e+07,1.430115e+06,0.49113601,1.03609585,3.149108e+06,1.237186e+07,0.13070262,0.10223215,1
3.442043e+08,5.044243e+07,0.49114099,1.03607522,1.058097e+08,3.946467e+08,0.14654792,0.11147956,1
4.295040e+07,9.787231e+06,0.49114099,1.03607522,1.697275e+07,5.273763e+07,0.22787286,0.15114222,1
1.931650e+07,1.683348e+06,0.49114999,1.03603790,4.393577e+06,2.099985e+07,0.08714559,0.07373437,1
1.037473e+07,1.181045e+06,0.49116799,1.03596329,2.756678e+06,1.155577e+07,0.11383868,0.09175828,1
8.927089e+06,3.011470e+06,0.49116799,1.03596329,4.388364e+06,1.193856e+07,0.33734068,0.18861864,1
3.969132e+08,2.420254e+06,0.49116799,1.03596329,1.858946e+07,3.993335e+08,0.00609769,0.00602400,1
2.237659e+08,1.287355e+07,0.49129501,1.03543692,3.989126e+07,2.366394e+08,0.05753132,0.05144200,1
1.147805e+08,1.218729e+06,0.49129501,1.03543692,7.491592e+06,1.159992e+08,0.01061791,0.01039597,1
3.762268e+07,1.775760e+06,0.49129501,1.03543692,5.967667e+06,3.939844e+07,0.04719920,0.04304038,1
4.597284e+06,1.258807e+06,0.49131399,1.03535827,2.013514e+06,5.856091e+06,0.27381541,0.16875043,1
8.671523e+08,5.308164e+06,0.49131399,1.03535827,4.070752e+07,8.724605e+08,0.00612137,0.00604711,1
5.095808e+07,1.147368e+07,0.49131599,1.03535000,2.000176e+07,6.243175e+07,0.22515918,0.15000461,1
7.483894e+06,1.737851e+06,0.49142301,1.03490675,2.988969e+06,9.221745e+06,0.23221207,0.15293746,1
2.660201e+07,2.531606e+07,0.49142501,1.03489848,2.259033e+07,5.191807e+07,0.95165982,0.24984663,1
1.255029e+08,2.836596e+07,0.49144101,1.03483221,4.936745e+07,1.538689e+08,0.22601826,0.15036600,1
2.112681e+06,1.838367e+06,0.49158701,1.03422787,1.714815e+06,3.951048e+06,0.87015857,0.24879494,1
3.717863e+08,2.340670e+06,0.49158701,1.03422787,1.774910e+07,3.741269e+08,0.00629574,0.00621721,1
1.030001e+08,1.181020e+06,0.49158701,1.03422787,7.038810e+06,1.041812e+08,0.01146620,0.01120770,1
9.750030e+08,2.761589e+06,0.49158701,1.03422787,2.884377e+07,9.777645e+08,0.00283239,0.00281641,1
3.712799e+08,1.403846e+06,0.49160501,1.03415338,1.306004e+07,3.726837e+08,0.00378110,0.00375267,1
2.709728e+06,1.870387e+06,0.49160501,1.03415338,1.953165e+06,4.580115e+06,0.69024883,0.24160415,1
3.106909e+06,2.544243e+06,0.49160501,1.03415338,2.445146e+06,5.651152e+06,0.81889842,0.24752162,1
1.835297e+06,1.675347e+06,0.49162301,1.03407890,1.526192e+06,3.510644e+06,0.91284793,0.24948104,1
3.624786e+07,2.136803e+07,0.49171799,1.03368600,2.406133e+07,5.761589e+07,0.58949756,0.23332554,1
3.243519e+07,2.381016e+06,0.49171799,1.03368600,6.672843e+06,3.481621e+07,0.07340840,0.06371120,1
1.424277e+08,8.240906e+07,0.49171799,1.03368600,9.361989e+07,2.248367e+08,0.57860291,0.23218535,1
2.567257e+07,3.989962e+06,0.49172300,1.03366529,8.162463e+06,2.966253e+07,0.15541729,0.11641839,1
2.443195e+06,1.181776e+06,0.49173200,1.03362807,1.460276e+06,3.624970e+06,0.48370108,0.21972741,1
2.401417e+06,1.267843e+06,0.49175000,1.03355363,1.503849e+06,3.669260e+06,0.52795625,0.22613933,1
4.609920e+08,2.783392e+06,0.49175000,1.03355363,2.146343e+07,4.637754e+08,0.00603783,0.00596558,1
2.529259e+08,1.407706e+08,0.49179101,1.03338406,1.628812e+08,3.936965e+08,0.55656850,0.22971119,1
4.129525e+07,1.491187e+06,0.49186900,1.03306164,5.589823e+06,4.278643e+07,0.03611038,0.03363721,1
8.823723e+07,8.876233e+06,0.49187800,1.03302444,2.182089e+07,9.711346e+07,0.10059509,0.08304656,1
8.054148e+06,1.866357e+06,0.49189600,1.03295004,3.212934e+06,9.920504e+06,0.23172614,0.15273786,1
2.226321e+06,1.373119e+06,0.49189600,1.03295004,1.513320e+06,3.599441e+06,0.61676602,0.23595332,1
2.320401e+06,1.624284e+06,0.49193200,1.03280126,1.684739e+06,3.944686e+06,0.70000131,0.24221461,1
1.904429e+06,1.681769e+06,0.49196899,1.03264844,1.557370e+06,3.586197e+06,0.88308294,0.24903627,1
1.252415e+08,1.325360e+06,0.49201000,1.03247903,8.158030e+06,1.265669e+08,0.01058244,0.01036197,1
1.249570e+07,5.779480e+06,0.49201399,1.03246253,7.291508e+06,1.827518e+07,0.46251737,0.21623500,1
3.811101e+09,1.599705e+06,0.49201399,1.03246253,3.587630e+07,3.812701e+09,0.00041975,0.00041940,1
9.000428e+07,7.645748e+06,0.49201399,1.03246253,2.016858e+07,9.765003e+07,0.08494871,0.07216696,1
1.098265e+09,1.644287e+06,0.49201399,1.03246253,2.216866e+07,1.099910e+09,0.00149717,0.00149269,1
4.710156e+07,9.920446e+06,0.49201399,1.03246253,1.780457e+07,5.702201e+07,0.21061818,0.14370818,1
8.385621e+06,5.080233e+06,0.49202299,1.03242535,5.646828e+06,1.346585e+07,0.60582672,0.23493681,1
7.713021e+08,1.436835e+06,0.49204201,1.03234681,1.774893e+07,7.727389e+08,0.00186287,0.00185595,1
9.550428e+06,1.354718e+06,0.49204201,1.03234681,2.881355e+06,1.090515e+07,0.14184892,0.10879495,1
2.164556e+08,1.181047e+06,0.49204201,1.03234681,9.484951e+06,2.176366e+08,0.00545630,0.00539724,1
4.881783e+07,1.860466e+06,0.49204201,1.03234681,6.822692e+06,5.067830e+07,0.03811039,0.03536358,1
8.174919e+07,1.643785e+06,0.49215600,1.03187608,7.812161e+06,8.339297e+07,0.02010766,0.01932278,1
9.998774e+06,9.805536e+06,0.49216899,1.03182243,8.619834e+06,1.980431e+07,0.98067379,0.24997620,1
1.577340e+07,8.457602e+06,0.49230599,1.03125701,9.959310e+06,2.423100e+07,0.53619406,0.22721125,1
1.390887e+08,2.716106e+06,0.49230599,1.03125701,1.306186e+07,1.418048e+08,0.01952786,0.01878696,1
1.731237e+08,2.143195e+06,0.49230599,1.03125701,1.238543e+07,1.752669e+08,0.01237956,0.01207865,1
1.927665e+08,1.217064e+06,0.49230599,1.03125701,9.218365e+06,1.939835e+08,0.00631367,0.00623469,1
8.178831e+07,3.867995e+06,0.49231499,1.03121987,1.298836e+07,8.565631e+07,0.04729276,0.04311799,1
3.072911e+06,2.055093e+06,0.49233299,1.03114561,2.178910e+06,5.128004e+06,0.66877723,0.24015119,1
2.763375e+08,1.193564e+06,0.49233299,1.03114561,1.052710e+07,2.775310e+08,0.00431922,0.00428215,1
1.873236e+06,1.286091e+06,0.49237001,1.03099291,1.346479e+06,3.159327e+06,0.68656108,0.24136541,1
2.718763e+06,1.294798e+06,0.49240601,1.03084442,1.611529e+06,4.013561e+06,0.47624521,0.21853128,1
1.289280e+08,3.927384e+06,0.49244699,1.03067543,1.577591e+07,1.328553e+08,0.03046185,0.02868748,1
3.181385e+06,1.895911e+06,0.49246100,1.03061767,2.123900e+06,5.077296e+06,0.59593891,0.23397487,1
1.422638e+06,1.338237e+06,0.49247900,1.03054345,1.201067e+06,2.760875e+06,0.94067312,0.24976636,1
1.213097e+06,1.182532e+06,0.49251500,1.03039502,1.042656e+06,2.395629e+06,0.97480386,0.24995930,1
3.584293e+08,6.285636e+07,0.49256101,1.03020534,1.221058e+08,4.212857e+08,0.17536614,0.12694026,1
1.481887e+08,2.422306e+07,0.49257499,1.03014774,4.849679e+07,1.724117e+08,0.16346094,0.12075646,1
4.684691e+07,1.879377e+07,0.49259800,1.03005291,2.531526e+07,6.564068e+07,0.40117414,0.20433780,1
3.295881e+06,3.227163e+06,0.49260700,1.03001582,2.839131e+06,6.523044e+06,0.97915010,0.24997225,1
8.781045e+08,4.343076e+06,0.49262500,1.02994165,3.628010e+07,8.824476e+08,0.00494597,0.00489740,1
3.858503e+06,1.769162e+06,0.49262500,1.02994165,2.241022e+06,5.627665e+06,0.45850980,0.21554101,1
5.343903e+08,7.166696e+06,0.49262500,1.02994165,4.010308e+07,5.415570e+08,0.01341098,0.01305838,1
4.221051e+08,3.804060e+06,0.49262500,1.02994165,2.497683e+07,4.259092e+08,0.00901211,0.00885185,1
2.853897e+08,1.744036e+06,0.49266100,1.02979331,1.338380e+07,2.871338e+08,0.00611107,0.00603706,1
3.468896e+07,2.142501e+07,0.49273899,1.02947203,2.359680e+07,5.611397e+07,0.61763193,0.23603169,1
8.358444e+08,2.077694e+06,0.49274299,1.02945558,2.286565e+07,8.379221e+08,0.00248574,0.00247343,1
9.399306e+07,2.274077e+07,0.49275300,1.02941434,3.841504e+07,1.167338e+08,0.24194098,0.15685831,1
3.054931e+08,1.180986e+06,0.49277100,1.02934020,1.088961e+07,3.066740e+08,0.00386584,0.00383612,1
1.107157e+07,2.392722e+06,0.49285701,1.02898606,4.246432e+06,1.346429e+07,0.21611412,0.14612835,1
1.041745e+08,2.128506e+07,0.49289799,1.02881737,3.870803e+07,1.254596e+08,0.20432123,0.14087334,1
5.410245e+07,1.052303e+07,0.49289799,1.02881737,1.954942e+07,6.462548e+07,0.19450189,0.13631704,1
3.357529e+06,1.485208e+06,0.49291700,1.02873911,1.912785e+06,4.842737e+06,0.44235157,0.21263038,1
3.310275e+08,2.500103e+06,0.49291700,1.02873911,1.762247e+07,3.335276e+08,0.00755256,0.00743975,1
3.745335e+08,1.180988e+06,0.49291700,1.02873911,1.181599e+07,3.757145e+08,0.00315322,0.00313343,1
1.861500e+08,2.389046e+06,0.49303499,1.02825362,1.360731e+07,1.885390e+08,0.01283399,0.01251080,1
6.693445e+08,3.424771e+08,0.49303499,1.02825362,4.122380e+08,1.011822e+09,0.51166044,0.22390992,1
9.242752e+06,2.129554e+06,0.49306300,1.02813838,3.675228e+06,1.137231e+07,0.23040262,0.15219238,1
1.852775e+08,3.206067e+06,0.49310800,1.02795329,1.618909e+07,1.884836e+08,0.01730413,0.01672046,1
8.975775e+08,1.180991e+06,0.49317500,1.02767780,1.676727e+07,8.987585e+08,0.00131575,0.00131230,1
2.195394e+07,2.493608e+06,0.49319100,1.02761200,5.825824e+06,2.444755e+07,0.11358361,0.09159463,1
3.124048e+06,2.567862e+06,0.49320900,1.02753800,2.463327e+06,5.691910e+06,0.82196642,0.24761294,1
8.030233e+08,1.181005e+06,0.49339101,1.02679008,1.603669e+07,8.042043e+08,0.00147070,0.00146638,1
3.090788e+07,6.029967e+06,0.49346900,1.02646975,1.118758e+07,3.693785e+07,0.19509480,0.13659695,1
1.755551e+08,1.584086e+06,0.49347401,1.02644919,1.039567e+07,1.771391e+08,0.00902330,0.00886264,1
1.184631e+09,1.694626e+06,0.49347401,1.02644919,2.326770e+07,1.186326e+09,0.00143051,0.00142643,1
1.142961e+08,1.335847e+06,0.49347401,1.02644919,7.900552e+06,1.156320e+08,0.01168760,0.01141912,1
1.821848e+08,4.409108e+06,0.49348301,1.02641223,1.944188e+07,1.865939e+08,0.02420129,0.02307108,1
2.871494e+08,1.487393e+06,0.49348301,1.02641223,1.219691e+07,2.886368e+08,0.00517986,0.00512661,1
8.925863e+07,9.825745e+06,0.49348301,1.02641223,2.325993e+07,9.908438e+07,0.11008173,0.08933165,1
3.417552e+07,2.697771e+06,0.49362001,1.02584981,7.336514e+06,3.687329e+07,0.07893868,0.06781041,1
4.832728e+07,1.073896e+07,0.49365199,1.02571858,1.882889e+07,5.906624e+07,0.22221317,0.14875647,1
1.708577e+06,1.325410e+06,0.49368399,1.02558724,1.307941e+06,3.033987e+06,0.77573939,0.24601262,1
4.114349e+08,2.631399e+06,0.49368399,1.02558724,1.982799e+07,4.140663e+08,0.00639566,0.00631463,1
2.812725e+07,2.779894e+07,0.49376100,1.02527132,2.434278e+07,5.592619e+07,0.98832755,0.24999138,1
1.004852e+09,1.180986e+06,0.49376100,1.02527132,1.754227e+07,1.006033e+09,0.00117528,0.00117253,1
2.265161e+08,1.271433e+08,0.49376100,1.02527132,1.465273e+08,3.536594e+08,0.56129937,0.23026195,1
1.186126e+07,9.467980e+06,0.49377501,1.02521387,9.213781e+06,2.132924e+07,0.79822694,0.24685242,1
5.127738e+08,3.026188e+08,0.49377501,1.02521387,3.405805e+08,8.153927e+08,0.59016047,0.23339321,1
1.733555e+06,1.336724e+06,0.49383000,1.02498838,1.322976e+06,3.070279e+06,0.77108854,0.24582367,1
2.156451e+08,1.119755e+08,0.49390799,1.02466861,1.338577e+08,3.276206e+08,0.51925820,0.22496771,1
8.918202e+08,1.234659e+06,0.49391201,1.02465212,1.717588e+07,8.930549e+08,0.00138443,0.00138060,1
4.592929e+08,1.496191e+06,0.49392101,1.02461522,1.477562e+07,4.607891e+08,0.00325760,0.00323648,1
1.610688e+06,1.587378e+06,0.49394000,1.02453741,1.391995e+06,3.198066e+06,0.98552811,0.24998672,1
1.180986e+06,1.180986e+06,0.49394000,1.02453741,1.028108e+06,2.361972e+06,1.00000000,0.25000000,1
3.392279e+07,1.907234e+06,0.49405399,1.02407029,5.966063e+06,3.583003e+07,0.05622278,0.05039660,1
6.550310e+07,1.616667e+06,0.49405801,1.02405380,7.072278e+06,6.711976e+07,0.02468077,0.02350615,1
1.900590e+08,7.251993e+06,0.49405801,1.02405380,2.658136e+07,1.973110e+08,0.03815653,0.03540325,1
2.386256e+08,3.333304e+07,0.49406299,1.02403341,7.135996e+07,2.719587e+08,0.13968758,0.10754399,1
3.807248e+06,2.235134e+06,0.49406800,1.02401290,2.521780e+06,6.042383e+06,0.58707343,0.23307644,1
8.641438e+08,8.343549e+07,0.49406800,1.02401290,2.086599e+08,9.475793e+08,0.09655279,0.08029818,1
1.351436e+06,1.325238e+06,0.49412301,1.02378755,1.165023e+06,2.676674e+06,0.98061417,0.24997605,1
3.961190e+07,2.162164e+06,0.49419999,1.02347231,6.846163e+06,4.177406e+07,0.05458370,0.04907958,1
6.842914e+08,2.656850e+07,0.49420500,1.02345181,9.669590e+07,7.108599e+08,0.03882629,0.03597825,1
4.187600e+08,5.999232e+07,0.49421400,1.02341496,1.270616e+08,4.787523e+08,0.14326184,0.10960721,1
9.548465e+08,1.180986e+06,0.49421400,1.02341496,1.718751e+07,9.560274e+08,0.00123683,0.00123378,1
1.320760e+09,1.180986e+06,0.49421400,1.02341496,1.957036e+07,1.321941e+09,0.00089417,0.00089257,1
2.013050e+06,1.463516e+06,0.49423200,1.02334127,1.490463e+06,3.476566e+06,0.72701442,0.24375363,1
8.379480e+08,1.553838e+06,0.49433300,1.02292787,1.922956e+07,8.395019e+08,0.00185434,0.00184748,1
4.114216e+07,2.389209e+07,0.49435100,1.02285421,2.709545e+07,6.503425e+07,0.58072030,0.23241114,1
2.077074e+08,1.996221e+07,0.49436000,1.02281738,5.001904e+07,2.276696e+08,0.09610735,0.07999271,1
9.088485e+06,4.932078e+06,0.49436000,1.02281738,5.775104e+06,1.402056e+07,0.54267332,0.22802924,1
3.579466e+06,2.516401e+06,0.49437901,1.02273958,2.604664e+06,6.095867e+06,0.70301024,0.24239694,1
4.801417e+06,2.622690e+06,0.49437901,1.02273958,3.061547e+06,7.424107e+06,0.54623242,0.22846934,1
1.980381e+06,1.745365e+06,0.49437901,1.02273958,1.617850e+06,3.725746e+06,0.88132772,0.24900526,1
2.685356e+09,1.181032e+06,0.49438101,1.02273141,2.599678e+07,2.686537e+09,0.00043980,0.00043942,1
1.025602e+09,1.194511e+06,0.49449801,1.02225281,1.780757e+07,1.026797e+09,0.00116469,0.00116198,1
1.193702e+09,1.361237e+06,0.49449801,1.02225281,2.046537e+07,1.195064e+09,0.00114035,0.00113775,1
8.931768e+08,1.182445e+06,0.49464399,1.02165604,1.674667e+07,8.943593e+08,0.00132386,0.00132037,1
9.108208e+07,1.723989e+06,0.49467200,1.02154155,8.395859e+06,9.280606e+07,0.01892786,0.01823117,1
8.547181e+07,1.185046e+06,0.49479100,1.02105535,6.542959e+06,8.665685e+07,0.01386476,0.01348814,1
2.971214e+08,1.824314e+08,0.49479100,1.02105535,2.014896e+08,4.795527e+08,0.61399611,0.23570058,1
6.840449e+08,1.930809e+06,0.49479300,1.02104719,2.019448e+07,6.859757e+08,0.00282264,0.00280677,1
5.846516e+06,2.344036e+06,0.49480000,1.02101859,3.158306e+06,8.190552e+06,0.40092868,0.20428434,1
2.222542e+08,1.200645e+06,0.49480000,1.02101859,9.681014e+06,2.234549e+08,0.00540213,0.00534423,1
3.642368e+08,1.856658e+06,0.49481800,1.02094507,1.532326e+07,3.660935e+08,0.00509739,0.00504582,1
1.537880e+06,1.488943e+06,0.49489099,1.02064702,1.317295e+06,3.026823e+06,0.96817886,0.24993465,1
1.840139e+09,1.180986e+06,0.49493700,1.02045916,2.234762e+07,1.841320e+09,0.00064179,0.00064097,1
2.833230e+07,9.430455e+06,0.49493700,1.02045916,1.382534e+07,3.776275e+07,0.33285172,0.18736443,1
1.915929e+08,1.221552e+06,0.49494600,1.02042242,9.216091e+06,1.928144e+08,0.00637577,0.00629524,1
1.251568e+08,1.181822e+06,0.49508399,1.01985931,7.615468e+06,1.263386e+08,0.00944273,0.00926689,1
1.136559e+08,2.350930e+07,0.49508399,1.01985931,4.252558e+07,1.371652e+08,0.20684630,0.14201815,1
8.601713e+07,4.223457e+07,0.49508399,1.01985931,5.182499e+07,1.282517e+08,0.49100193,0.22086494,1
2.613714e+08,1.298869e+06,0.49511099,1.01974915,1.082959e+07,2.626703e+08,0.00496944,0.00492041,1
8.546870e+06,1.433227e+06,0.49511099,1.01974915,2.838222e+06,9.980097e+06,0.16769027,0.12298511,1
9.751107e+08,1.182479e+06,0.49511099,1.01974915,1.734572e+07,9.762932e+08,0.00121266,0.00120973,1
2.396103e+06,1.932462e+06,0.49511099,1.01974915,1.871118e+06,4.328565e+06,0.80650226,0.24713176,1
1.186585e+09,1.190325e+06,0.49518901,1.01943092,1.883787e+07,1.187776e+09,0.00100315,0.00100114,1
1.078274e+08,1.181531e+06,0.49522600,1.01928010,7.171535e+06,1.090090e+08,0.01095761,0.01072136,1
1.408837e+09,3.521760e+08,0.49522600,1.01928010,5.864348e+08,1.761013e+09,0.24997642,0.15999095,1
3.189017e+08,2.063212e+08,0.49522999,1.01926382,2.222551e+08,5.252229e+08,0.64697440,0.23851374,1
1.195143e+09,1.627650e+06,0.49524000,1.01922299,2.279221e+07,1.196771e+09,0.00136189,0.00135819,1
1.865249e+06,1.625701e+06,0.49525800,1.01914960,1.515228e+06,3.490951e+06,0.87157311,0.24882283,1
3.561692e+06,1.969575e+06,0.49525800,1.01914960,2.285874e+06,5.531267e+06,0.55298860,0.22928711,1
1.516209e+06,1.197719e+06,0.49529499,1.01899883,1.171517e+06,2.713928e+06,0.78994331,0.24655702,1
3.459463e+07,2.540434e+07,0.49537200,1.01868496,2.574668e+07,5.999897e+07,0.73434356,0.24413443,1
1.144684e+08,3.761692e+07,0.49537700,1.01866456,5.546562e+07,1.520853e+08,0.32862272,0.18616337,1
6.663567e+08,1.180991e+06,0.49537700,1.01866456,1.488253e+07,6.675376e+08,0.00177231,0.00176604,1
9.579333e+07,2.824491e+06,0.49540499,1.01855053,1.149673e+07,9.861782e+07,0.02948526,0.02782048,1
3.921479e+06,2.148273e+06,0.49540499,1.01855053,2.504318e+06,6.069752e+06,0.54782207,0.22866382,1
8.119457e+06,1.690109e+06,0.49540499,1.01855053,3.048843e+06,9.809566e+06,0.20815546,0.14260744,1
2.481960e+08,2.148671e+06,0.49552399,1.01806577,1.433743e+07,2.503447e+08,0.00865715,0.00850919,1
8.844656e+08,1.182783e+08,0.49552399,1.01806577,2.579369e+08,1.002744e+09,0.13372852,0.10404133,1
8.101476e+06,2.457130e+06,0.49553299,1.01802911,3.755555e+06,1.055861e+07,0.30329414,0.17855793,1
9.475834e+08,1.180986e+06,0.49553299,1.01802911,1.713506e+07,9.487644e+08,0.00124631,0.00124321,1
9.298597e+08,1.279911e+06,0.49553299,1.01802911,1.784660e+07,9.311396e+08,0.00137646,0.00137267,1
1.566549e+06,1.243482e+06,0.49555099,1.01795581,1.213411e+06,2.810031e+06,0.79377201,0.24669554,1
1.445458e+06,1.209647e+06,0.49555099,1.01795581,1.150223e+06,2.655105e+06,0.83686106,0.24802802,1
4.297062e+06,1.181960e+06,0.49555099,1.01795581,1.886792e+06,5.479023e+06,0.27506243,0.16918754,1
8.945261e+08,1.316016e+06,0.49562499,1.01765452,1.786760e+07,8.958421e+08,0.00147119,0.00146687,1
5.495424e+07,1.357778e+06,0.49567100,1.01746721,5.937147e+06,5.631201e+07,0.02470744,0.02353032,1
2.872601e+09,4.315928e+06,0.49567100,1.01746721,5.810644e+07,2.876917e+09,0.00150245,0.00149794,1
3.235429e+08,2.845940e+07,0.49568000,1.01743058,7.399213e+07,3.520024e+08,0.08796175,0.07431331,1
1.460864e+07,5.312268e+06,0.49568000,1.01743058,7.482935e+06,1.992090e+07,0.36363884,0.19555618,1
4.054960e+06,2.117892e+06,0.49568000,1.01743058,2.524859e+06,6.172852e+06,0.52229659,0.22538170,1
2.370062e+08,1.081714e+07,0.49581701,1.01687314,3.685487e+07,2.478233e+08,0.04564074,0.04174339,1
2.871952e+08,3.772985e+06,0.49582699,1.01683253,2.128866e+07,2.909681e+08,0.01313736,0.01279886,1
1.746929e+06,1.538692e+06,0.49582699,1.01683253,1.426700e+06,3.285621e+06,0.88079811,0.24899580,1
1.985754e+06,1.346122e+06,0.49584499,1.01675931,1.417974e+06,3.331876e+06,0.67788950,0.24078653,1
6.573472e+07,4.651284e+07,0.49596000,1.01629165,4.799381e+07,1.122476e+08,0.70758406,0.24266875,1
1.796132e+07,5.949528e+06,0.49597299,1.01623882,8.741248e+06,2.391085e+07,0.33124107,0.18690924,1
1.793578e+06,1.382997e+06,0.49599200,1.01616153,1.368778e+06,3.176575e+06,0.77108237,0.24582342,1
7.169619e+08,1.602495e+06,0.49599200,1.01616153,1.840274e+07,7.185644e+08,0.00223512,0.00222516,1
4.371760e+07,1.366633e+06,0.49610701,1.01569415,5.432252e+06,4.508423e+07,0.03126047,0.02939401,1
5.939046e+07,3.476085e+06,0.49610701,1.01569415,1.069548e+07,6.286655e+07,0.05852935,0.05223575,1
7.634101e+08,6.020623e+08,0.49611101,1.01567792,5.893632e+08,1.365472e+09,0.78864859,0.24650940,1
1.196801e+09,1.186435e+06,0.49611101,1.01567792,1.886553e+07,1.197987e+09,0.00099134,0.00098938,1
4.171140e+07,8.962120e+06,0.49611101,1.01567792,1.594568e+07,5.067352e+07,0.21486023,0.14558057,1
1.358586e+07,3.379909e+06,0.49625301,1.01510111,5.640018e+06,1.696577e+07,0.24878138,0.15953098,1
2.877089e+09,1.180986e+06,0.49625799,1.01508090,2.672345e+07,2.878270e+09,0.00041048,0.00041014,1
7.569353e+08,1.160155e+08,0.49625799,1.01508090,2.387519e+08,8.729508e+08,0.15327003,0.11523787,1
5.846117e+06,1.622586e+06,0.49628600,1.01496716,2.579860e+06,7.468704e+06,0.27754939,0.17005323,1
8.768763e+08,1.392585e+06,0.49628600,1.01496716,1.833709e+07,8.782689e+08,0.00158812,0.00158309,1
5.593136e+08,1.670490e+07,0.49634099,1.01474394,6.764135e+07,5.760185e+08,0.02986679,0.02815960,1
4.999970e+09,2.030617e+06,0.49634999,1.01470740,4.614541e+07,5.002001e+09,0.00040613,0.00040580,1
1.665825e+09,4.406997e+08,0.49640501,1.01448412,7.157313e+08,2.106525e+09,0.26455340,0.16543942,1
1.686640e+07,1.481857e+07,0.49640501,1.01448412,1.375709e+07,3.168497e+07,0.87858522,0.24895571,1
6.729333e+07,3.786345e+06,0.49640501,1.01448412,1.184040e+07,7.107967e+07,0.05626627,0.05043143,1
7.697343e+07,3.293254e+07,0.49640501,1.01448412,4.307005e+07,1.099060e+08,0.42784294,0.20985702,1
8.054591e+07,1.614541e+06,0.49643299,1.01437056,7.682861e+06,8.216045e+07,0.02004498,0.01926491,1
2.195689e+07,1.296891e+06,0.49643299,1.01437056,3.975446e+06,2.325378e+07,0.05906532,0.05266075,1
3.863655e+08,2.320490e+06,0.49652499,1.01399732,1.793193e+07,3.886860e+08,0.00600595,0.00593445,1
1.221278e+06,1.180986e+06,0.49655199,1.01388781,1.045470e+06,2.402264e+06,0.96700809,0.24992967,1
1.786729e+08,4.969161e+07,0.49655199,1.01388781,7.893676e+07,2.283645e+08,0.27811506,0.17024901,1
1.189173e+07,1.189023e+07,0.49655199,1.01388781,1.035170e+07,2.378196e+07,0.99987340,0.25000000,1
2.040109e+07,1.549675e+06,0.49655199,1.01388781,4.281999e+06,2.195077e+07,0.07596040,0.06561372,1
1.100164e+07,3.995837e+06,0.49655199,1.01388781,5.631647e+06,1.499748e+07,0.36320379,0.19544691,1
1.563065e+09,2.057706e+06,0.49656099,1.01385131,2.920831e+07,1.565122e+09,0.00131646,0.00131300,1
2.654384e+08,1.198322e+06,0.49658000,1.01377420,1.038337e+07,2.666367e+08,0.00451450,0.00447401,1
1.081752e+08,4.628299e+07,0.49669501,1.01330792,6.052954e+07,1.544582e+08,0.42785205,0.20985881,1
6.756628e+07,2.546280e+06,0.49670401,1.01327144,9.380425e+06,7.011256e+07,0.03768566,0.03499810,1
1.083324e+07,8.345852e+06,0.49670801,1.01325525,8.263650e+06,1.917910e+07,0.77039264,0.24579494,1
1.778742e+06,1.751225e+06,0.49672699,1.01317831,1.536452e+06,3.529967e+06,0.98453011,0.24998481,1
1.434312e+07,2.010024e+06,0.49672699,1.01317831,4.297210e+06,1.635314e+07,0.14013851,0.10780584,1
1.569560e+08,1.320562e+08,0.49683899,1.01272450,1.252388e+08,2.890123e+08,0.84135834,0.24814434,1
1.214659e+08,2.219058e+07,0.49684200,1.01271230,4.235540e+07,1.436565e+08,0.18268981,0.13060885,1
