m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut
2.178919e+06,1.331866e+06,0.28097299,2.55906099,1.474145e+06,3.510785e+06,0.61125067,0.23544698,1
1.333632e+07,3.083053e+06,0.28101999,2.55846577,5.312988e+06,1.641937e+07,0.23117727,0.15251198,1
1.462625e+06,1.247090e+06,0.28103501,2.55827558,1.174989e+06,2.709715e+06,0.85263862,0.24841829,1
6.438397e+08,1.503587e+06,0.28104001,2.55821219,1.696624e+07,6.453432e+08,0.00233534,0.00232447,1
4.847490e+06,4.629776e+06,0.28104001,2.55821219,4.123913e+06,9.477266e+06,0.95508715,0.24986807,1
5.776026e+08,1.713065e+06,0.28104600,2.55813635,1.756543e+07,5.793156e+08,0.00296582,0.00294830,1
6.519870e+06,1.510083e+06,0.28104600,2.55813635,2.600167e+06,8.029953e+06,0.23161238,0.15269108,1
2.598598e+06,1.693637e+06,0.28105599,2.55800996,1.818021e+06,4.292235e+06,0.65175056,0.23888698,1
4.648140e+08,2.116120e+06,0.28105599,2.55800996,1.827433e+07,4.669301e+08,0.00455262,0.00451145,1
3.668837e+06,1.522099e+06,0.28109801,2.55747807,2.018988e+06,5.190936e+06,0.41487241,0.20724306,1
1.601860e+07,4.561352e+06,0.28112400,2.55714921,7.170378e+06,2.057995e+07,0.28475348,0.17251602,1
6.667877e+07,1.822483e+06,0.28112400,2.55714921,7.649815e+06,6.850125e+07,0.02733228,0.02589727,1
5.281031e+06,1.612740e+06,0.28113899,2.55695954,2.457415e+06,6.893770e+06,0.30538355,0.17921294,1
4.862887e+08,1.180992e+06,0.28116000,2.55669374,1.311883e+07,4.874697e+08,0.00242858,0.00241683,1
8.603617e+08,1.549970e+06,0.28121200,2.55603599,1.940484e+07,8.619116e+08,0.00180153,0.00179506,1
1.671937e+06,1.315734e+06,0.28124300,2.55564410,1.289336e+06,2.987671e+06,0.78695181,0.24644639,1
4.376897e+08,2.044420e+06,0.28129601,2.55497393,1.747446e+07,4.397341e+08,0.00467093,0.00462760,1
2.700856e+06,2.252480e+06,0.28129601,2.55497393,2.145448e+06,4.953336e+06,0.83398739,0.24795153,1
3.482595e+06,2.183422e+06,0.28141001,2.55353388,2.387640e+06,5.666017e+06,0.62695254,0.23685628,1
3.433363e+06,2.996472e+06,0.28146201,2.55287730,2.790988e+06,6.429835e+06,0.87275127,0.24884578,1
5.435784e+06,2.690774e+06,0.28146201,2.55287730,3.289291e+06,8.126557e+06,0.49501112,0.22147571,1
1.936773e+07,1.744848e+06,0.28146201,2.55287730,4.491522e+06,2.111258e+07,0.09009048,0.07581477,1
1.696295e+06,1.213847e+06,0.28155601,2.55169119,1.245708e+06,2.910142e+06,0.71558736,0.24312912,1
2.072793e+06,2.060038e+06,0.28155601,2.55169119,1.798909e+06,4.132831e+06,0.99384670,0.24999762,1
1.713950e+06,1.444849e+06,0.28157699,2.55142654,1.368952e+06,3.158800e+06,0.84299372,0.24818563,1
1.905743e+08,1.385830e+06,0.28162000,2.55088422,9.917958e+06,1.919601e+08,0.00727186,0.00716724,1
1.627310e+06,1.576203e+06,0.28163901,2.55064450,1.394197e+06,3.203513e+06,0.96859406,0.24993637,1
2.797919e+07,2.495645e+06,0.28179601,2.54866631,6.450932e+06,3.047483e+07,0.08919649,0.07518571,1
1.172403e+07,1.449209e+06,0.28179601,2.54866631,3.267279e+06,1.317324e+07,0.12361009,0.09790901,1
6.356599e+08,1.080202e+08,0.28187001,2.54773468,2.126967e+08,7.436801e+08,0.16993401,0.12415310,1
1.321792e+08,1.674077e+06,0.28187400,2.54768441,9.585999e+06,1.338533e+08,0.01266521,0.01235039,1
3.145940e+07,1.715840e+06,0.28187400,2.54768441,5.434674e+06,3.317524e+07,0.05454140,0.04904548,1
1.826159e+07,2.103823e+06,0.28187901,2.54762140,4.885962e+06,2.036541e+07,0.11520484,0.09263209,1
2.516327e+07,1.460044e+06,0.28195801,2.54662734,4.508452e+06,2.662332e+07,0.05802283,0.05183330,1
2.559286e+07,2.049439e+06,0.28195801,2.54662734,5.540353e+06,2.764229e+07,0.08007856,0.06864447,1
2.872321e+07,3.400103e+06,0.28195801,2.54662734,7.806763e+06,3.212331e+07,0.11837478,0.09464212,1
2.149306e+06,1.688367e+06,0.28198400,2.54630048,1.655943e+06,3.837673e+06,0.78554065,0.24639346,1
2.647121e+07,1.780927e+06,0.28204599,2.54552107,5.174182e+06,2.825214e+07,0.06727788,0.05906324,1
3.213626e+08,1.789814e+06,0.28205001,2.54547049,1.425609e+07,3.231524e+08,0.00556945,0.00550793,1
6.690847e+07,2.114762e+07,0.28206301,2.54530716,3.173173e+07,8.805610e+07,0.31606794,0.18248359,1
2.977296e+08,5.466917e+07,0.28212199,2.54456600,1.041194e+08,3.523987e+08,0.18362025,0.13106774,1
1.633304e+07,1.513094e+07,0.28212500,2.54452818,1.368349e+07,3.146398e+07,0.92640088,0.24963508,1
2.415102e+06,1.381546e+06,0.28213999,2.54433986,1.577976e+06,3.796648e+06,0.57204443,0.23147289,1
1.553248e+07,2.145025e+06,0.28213999,2.54433986,4.614447e+06,1.767750e+07,0.13809937,0.10661819,1
2.188485e+07,1.196932e+07,0.28215599,2.54413882,1.396386e+07,3.385418e+07,0.54692272,0.22855395,1
2.293387e+06,1.220493e+06,0.28216100,2.54407593,1.442282e+06,3.513880e+06,0.53217937,0.22669337,1
2.095778e+06,1.187513e+06,0.28224501,2.54302101,1.362474e+06,3.283291e+06,0.56662133,0.23086859,1
1.844243e+06,1.843564e+06,0.28224501,2.54302101,1.605211e+06,3.687806e+06,0.99963169,0.24999999,1
5.180263e+08,1.901624e+08,0.28228700,2.54249397,2.667203e+08,7.081886e+08,0.36709026,0.19641673,1
1.415292e+08,4.182566e+07,0.28228801,2.54248125,6.467179e+07,1.833549e+08,0.29552663,0.17607753,1
5.932935e+07,1.183181e+06,0.28229201,2.54243114,5.641875e+06,6.051253e+07,0.01994260,0.01917036,1
9.855034e+06,8.171095e+06,0.28229201,2.54243114,7.805173e+06,1.802613e+07,0.82912906,0.24781834,1
3.656422e+07,3.362400e+06,0.28229201,2.54243114,8.581652e+06,3.992662e+07,0.09195876,0.07712242,1
5.398538e+08,4.449764e+06,0.28229699,2.54236868,3.028305e+07,5.443036e+08,0.00824253,0.00810832,1
2.181340e+07,1.422387e+06,0.28231299,2.54216787,4.186135e+06,2.323579e+07,0.06520702,0.05746803,1
5.965707e+07,1.633894e+06,0.28235999,2.54157828,6.852550e+06,6.129096e+07,0.02738811,0.02594735,1
2.757676e+08,4.816239e+07,0.28237301,2.54141494,9.372610e+07,3.239300e+08,0.17464844,0.12657528,1
2.652273e+07,1.861898e+06,0.28237501,2.54138990,5.315302e+06,2.838463e+07,0.07020009,0.06129256,1
5.057706e+07,2.964260e+06,0.28237501,2.54138990,9.115577e+06,5.354132e+07,0.05860879,0.05229880,1
8.129407e+07,1.991305e+07,0.28238100,2.54131477,3.345614e+07,1.012071e+08,0.24495085,0.15804273,1
1.751919e+06,1.618202e+06,0.28239101,2.54118920,1.465544e+06,3.370121e+06,0.92367390,0.24960643,1
1.533422e+06,1.288025e+06,0.28241199,2.54092612,1.222523e+06,2.821447e+06,0.83996767,0.24810881,1
1.416202e+06,1.376407e+06,0.28249601,2.53987306,1.215405e+06,2.792609e+06,0.97190034,0.24994923,1
1.735592e+08,1.873502e+06,0.28254801,2.53922152,1.144034e+07,1.754327e+08,0.01079460,0.01056527,1
2.010068e+07,1.685976e+06,0.28254801,2.53922152,4.470943e+06,2.178666e+07,0.08387656,0.07139716,1
2.367405e+06,1.845734e+06,0.28255799,2.53909647,1.816953e+06,4.213138e+06,0.77964431,0.24616715,1
5.919781e+07,3.295660e+06,0.28262201,2.53829485,1.035099e+07,6.249347e+07,0.05567199,0.04995497,1
6.156407e+08,2.054488e+06,0.28262600,2.53824485,2.009387e+07,6.176952e+08,0.00333715,0.00331499,1
2.692693e+07,1.722350e+06,0.28265801,2.53784419,5.109309e+06,2.864928e+07,0.06396386,0.05650423,1
9.047357e+06,1.376398e+06,0.28270701,2.53723105,2.841546e+06,1.042376e+07,0.15213259,0.11460864,1
9.229141e+06,1.510127e+06,0.28271499,2.53713112,3.022107e+06,1.073927e+07,0.16362595,0.12084408,1
2.791098e+06,1.591925e+06,0.28272599,2.53699354,1.820807e+06,4.383023e+06,0.57035788,0.23128644,1
2.045734e+07,1.884913e+06,0.28275201,2.53666809,4.806831e+06,2.234225e+07,0.09213872,0.07724788,1
2.635932e+08,1.202702e+06,0.28279001,2.53619287,1.037703e+07,2.647959e+08,0.00456272,0.00452137,1
5.445645e+08,2.403927e+06,0.28279400,2.53614293,2.101793e+07,5.469684e+08,0.00441440,0.00437568,1
3.959846e+08,1.278412e+06,0.28280899,2.53595550,1.267050e+07,3.972630e+08,0.00322844,0.00320769,1
2.178034e+07,1.502761e+06,0.28288299,2.53503053,4.320803e+06,2.328310e+07,0.06899621,0.06037719,1
1.718423e+07,1.705285e+06,0.28289300,2.53490540,4.216112e+06,1.888952e+07,0.09923544,0.08212688,1
1.407790e+07,1.493386e+06,0.28289300,2.53490540,3.590551e+06,1.557129e+07,0.10608019,0.08670838,1
1.630351e+06,1.472545e+06,0.28291401,2.53464288,1.348517e+06,3.102896e+06,0.90320717,0.24935337,1
8.068143e+08,4.855270e+08,0.28296700,2.53398098,5.413981e+08,1.292341e+09,0.60178288,0.23454843,1
4.111131e+08,1.512755e+08,0.28296700,2.53398098,2.119486e+08,5.623886e+08,0.36796558,0.19663320,1
4.184322e+08,3.241275e+07,0.28304201,2.53304440,8.883809e+07,4.508450e+08,0.07746238,0.06672469,1
3.029052e+07,1.403484e+06,0.28308201,2.53254524,4.752401e+06,3.169400e+07,0.04633410,0.04232139,1
1.325821e+06,1.200512e+06,0.28308201,2.53254524,1.098026e+06,2.526333e+06,0.90548606,0.24938494,1
8.806038e+07,2.387304e+06,0.28312600,2.53199640,1.005388e+07,9.044768e+07,0.02710986,0.02569765,1
5.988751e+08,1.744154e+06,0.28314501,2.53175922,1.801494e+07,6.006193e+08,0.00291238,0.00289549,1
2.726498e+06,2.139120e+06,0.28314501,2.53175922,2.099310e+06,4.865618e+06,0.78456684,0.24635666,1
9.092899e+06,1.487482e+06,0.28314501,2.53175922,2.977091e+06,1.058038e+07,0.16358716,0.12082349,1
2.768497e+08,2.171154e+08,0.28320900,2.53096128,2.131187e+08,4.939652e+08,0.78423573,0.24634410,1
1.217654e+08,1.453121e+06,0.28321001,2.53094865,8.522366e+06,1.232185e+08,0.01193377,0.01165396,1
6.455064e+08,3.382138e+08,0.28321001,2.53094865,4.026065e+08,9.837201e+08,0.52395110,0.22560499,1
3.214216e+06,2.870682e+06,0.28321800,2.53084907,2.643537e+06,6.084898e+06,0.89312040,0.24920316,1
3.620608e+07,1.312148e+06,0.28321800,2.53084907,4.911455e+06,3.751823e+07,0.03624109,0.03375046,1
9.921479e+07,1.682448e+07,0.28321800,2.53084907,3.315811e+07,1.160393e+08,0.16957629,0.12396755,1
5.744641e+07,1.246897e+06,0.28322899,2.53071198,5.745640e+06,5.869331e+07,0.02170539,0.02079296,1
7.470844e+08,5.854650e+08,0.28329200,2.52992677,5.748913e+08,1.332549e+09,0.78366646,0.24632243,1
2.157662e+08,2.581444e+06,0.28329399,2.52990189,1.512439e+07,2.183476e+08,0.01196408,0.01168286,1
5.080159e+07,1.426292e+06,0.28329700,2.52986439,5.922034e+06,5.222789e+07,0.02807573,0.02656322,1
2.809389e+07,1.337070e+06,0.28330201,2.52980201,4.478150e+06,2.943096e+07,0.04759290,0.04336677,1
7.438781e+08,1.218772e+06,0.28331199,2.52967762,1.584937e+07,7.450968e+08,0.00163840,0.00163305,1
5.010068e+08,1.180994e+06,0.28337699,2.52886801,1.327643e+07,5.021878e+08,0.00235724,0.00234617,1
1.943268e+08,5.565855e+07,0.28337801,2.52885539,8.726817e+07,2.499854e+08,0.28641720,0.17307543,1
2.734647e+06,2.211780e+06,0.28338099,2.52881828,2.138590e+06,4.946427e+06,0.80879916,0.24720656,1
4.324860e+06,1.901491e+06,0.28338599,2.52875593,2.455800e+06,6.226351e+06,0.43966538,0.21212856,1
4.385902e+08,1.191797e+06,0.28339601,2.52863124,1.265637e+07,4.397820e+08,0.00271734,0.00270263,1
2.864718e+06,1.522542e+06,0.28339601,2.52863124,1.800330e+06,4.387260e+06,0.53148058,0.22660235,1
1.335862e+09,6.450974e+08,0.28346100,2.52782211,7.977321e+08,1.980960e+09,0.48290718,0.21960171,1
6.478402e+08,1.272400e+06,0.28347000,2.52771010,1.538831e+07,6.491126e+08,0.00196406,0.00195637,1
2.001742e+06,1.610526e+06,0.28350100,2.52732443,1.561239e+06,3.612268e+06,0.80456201,0.24706766,1
9.575036e+06,2.843490e+06,0.28355399,2.52666527,4.387138e+06,1.241853e+07,0.29696908,0.17654360,1
2.956687e+07,1.220512e+06,0.28356400,2.52654073,4.332454e+06,3.078738e+07,0.04127972,0.03807167,1
1.022676e+08,2.276853e+07,0.28363001,2.52571996,3.988750e+07,1.250362e+08,0.22263667,0.14893675,1
7.045734e+06,2.267818e+06,0.28363201,2.52569514,3.375185e+06,9.313552e+06,0.32187110,0.18420600,1
1.744582e+06,1.743076e+06,0.28363800,2.52562068,1.518091e+06,3.487659e+06,0.99913688,0.24999995,1
5.173088e+06,1.824343e+06,0.28364801,2.52549622,2.605710e+06,6.997431e+06,0.35266036,0.19274323,1
1.921789e+06,1.618305e+06,0.28364801,2.52549622,1.534111e+06,3.540095e+06,0.84208262,0.24816269,1
4.364644e+08,1.800236e+06,0.28371301,2.52468852,1.617408e+07,4.382647e+08,0.00412459,0.00409077,1
2.078019e+06,2.044715e+06,0.28371599,2.52465150,1.794454e+06,4.122734e+06,0.98397330,0.24998369,1
3.934780e+07,1.665619e+06,0.28372201,2.52457671,5.852109e+06,4.101342e+07,0.04233066,0.03896225,1
3.097667e+08,1.753263e+06,0.28380600,2.52353373,1.387496e+07,3.115200e+08,0.00565994,0.00559641,1
4.240552e+06,1.184947e+06,0.28380600,2.52353373,1.878386e+06,5.425499e+06,0.27943220,0.17070329,1
2.448288e+06,1.209359e+06,0.28381601,2.52340941,1.479825e+06,3.657647e+06,0.49396131,0.22131672,1
2.398051e+07,1.324259e+06,0.28383699,2.52314897,4.173096e+06,2.530477e+07,0.05522230,0.04959370,1
2.739991e+06,1.636551e+06,0.28383699,2.52314897,1.831391e+06,4.376543e+06,0.59728349,0.23410813,1
1.246473e+06,1.186240e+06,0.28383699,2.52314897,1.058510e+06,2.432713e+06,0.95167710,0.24984674,1
3.774978e+07,1.675937e+06,0.28389001,2.52249099,5.774939e+06,3.942572e+07,0.04439595,0.04070174,1
4.279451e+08,2.217036e+06,0.28389001,2.52249099,1.817900e+07,4.301621e+08,0.00518065,0.00512739,1
4.131488e+06,1.548937e+06,0.28389999,2.52236712,2.151830e+06,5.680425e+06,0.37491022,0.19832552,1
1.462851e+06,1.376084e+06,0.28392100,2.52210646,1.235025e+06,2.838934e+06,0.94068634,0.24976647,1
7.451343e+08,2.113714e+06,0.28396600,2.52154829,2.206356e+07,7.472481e+08,0.00283669,0.00282066,1
6.468291e+08,1.278810e+06,0.28396901,2.52151097,1.542510e+07,6.481079e+08,0.00197704,0.00196925,1
1.268076e+07,1.566135e+06,0.28397399,2.52144925,3.532163e+06,1.424690e+07,0.12350479,0.09784395,1
2.182610e+06,1.542870e+06,0.28398401,2.52132508,1.592747e+06,3.725480e+06,0.70689211,0.24262804,1
1.159609e+07,1.713714e+06,0.28400499,2.52106494,3.581918e+06,1.330980e+07,0.14778382,0.11217774,1
2.790906e+08,1.196280e+06,0.28400499,2.52106494,1.058343e+07,2.802869e+08,0.00428635,0.00424984,1
5.408385e+08,1.419235e+06,0.28404900,2.52051929,1.528383e+07,5.422577e+08,0.00262414,0.00261042,1
5.753336e+08,4.114408e+06,0.28405300,2.52046980,2.964377e+07,5.794480e+08,0.00715134,0.00705015,1
1.933599e+07,1.613759e+06,0.28405800,2.52040775,4.288320e+06,2.094975e+07,0.08345880,0.07109635,1
2.277783e+06,1.226814e+06,0.28406900,2.52027146,1.441608e+06,3.504597e+06,0.53860025,0.22751758,1
6.491910e+08,3.942574e+07,0.28413701,2.51942888,1.194802e+08,6.886168e+08,0.06073058,0.05397557,1
7.362503e+06,1.596206e+06,0.28414199,2.51936723,2.828913e+06,8.958710e+06,0.21680209,0.14642781,1
6.811279e+08,1.383053e+06,0.28415301,2.51923066,1.650511e+07,6.825109e+08,0.00203053,0.00202231,1
1.816755e+08,1.815943e+06,0.28430301,2.51737395,1.143710e+07,1.834915e+08,0.00999553,0.00979867,1
4.927428e+06,1.343965e+06,0.28431001,2.51728731,2.153437e+06,6.271394e+06,0.27275184,0.16837601,1
2.003070e+06,1.827340e+06,0.28434199,2.51689174,1.665177e+06,3.830410e+06,0.91226939,0.24947381,1
1.597830e+07,1.585149e+06,0.28439501,2.51623611,3.919570e+06,1.756345e+07,0.09920637,0.08210717,1
1.984396e+06,1.344999e+06,0.28442600,2.51585294,1.416893e+06,3.329395e+06,0.67778732,0.24077956,1
2.924904e+06,1.302381e+06,0.28442600,2.51585294,1.672236e+06,4.227285e+06,0.44527313,0.21317027,1
5.796767e+08,1.182679e+06,0.28447899,2.51519805,1.408697e+07,5.808594e+08,0.00204024,0.00203194,1
8.112858e+06,1.303167e+06,0.28448901,2.51507432,2.628638e+06,9.416025e+06,0.16062977,0.11924457,1
2.082138e+06,1.502406e+06,0.28451100,2.51480259,1.535647e+06,3.584544e+06,0.72156917,0.24346078,1
1.111667e+07,2.170416e+06,0.28451601,2.51474074,4.025545e+06,1.328708e+07,0.19523984,0.13666532,1
2.159581e+06,2.020431e+06,0.28457400,2.51402445,1.818246e+06,4.180012e+06,0.93556632,0.24972296,1
1.318296e+06,1.252825e+06,0.28459501,2.51376502,1.118710e+06,2.571122e+06,0.95033671,0.24983790,1
1.176213e+07,5.134927e+06,0.28464201,2.51318485,6.653498e+06,1.689706e+07,0.43656425,0.21154271,1
6.764821e+07,1.851919e+06,0.28464201,2.51318485,7.768370e+06,6.950013e+07,0.02737573,0.02593625,1
2.992383e+07,1.710909e+07,0.28464699,2.51312342,1.954637e+07,4.703292e+07,0.57175481,0.23144096,1
7.665471e+07,3.550546e+06,0.28464699,2.51312342,1.202430e+07,8.020525e+07,0.04631870,0.04230857,1
3.770741e+07,1.995704e+06,0.28471199,2.51232139,6.399541e+06,3.970311e+07,0.05292604,0.04773904,1
2.851299e+08,2.045734e+06,0.28472701,2.51213610,1.471993e+07,2.871757e+08,0.00717474,0.00707289,1
3.861751e+07,1.572409e+06,0.28472701,2.51213610,5.612889e+06,4.018992e+07,0.04071752,0.03759374,1
4.903823e+08,1.762179e+06,0.28473201,2.51207434,1.673140e+07,4.921445e+08,0.00359348,0.00356779,1
5.938722e+06,1.341805e+06,0.28474200,2.51195120,2.335592e+06,7.280527e+06,0.22594179,0.15033388,1
1.879584e+06,1.681208e+06,0.28476301,2.51169208,1.547036e+06,3.560791e+06,0.89445738,0.24922406,1
7.843445e+08,1.185450e+06,0.28481099,2.51110047,1.592214e+07,7.855300e+08,0.00151139,0.00150683,1
1.775066e+06,1.558208e+06,0.28481600,2.51103874,1.447204e+06,3.333274e+06,0.87783074,0.24894184,1
9.248878e+06,1.845099e+06,0.28482699,2.51090318,3.390375e+06,1.109398e+07,0.19949435,0.13865457,1
3.237053e+06,2.255152e+06,0.28489000,2.51012676,2.344477e+06,5.492205e+06,0.69666817,0.24200935,1
5.809625e+08,3.189179e+06,0.28498501,2.50895654,2.555001e+07,5.841517e+08,0.00548948,0.00542970,1
2.135592e+06,1.334043e+06,0.28499499,2.50883362,1.461356e+06,3.469635e+06,0.62467148,0.23665766,1
1.134790e+07,1.807765e+06,0.28501701,2.50856248,3.659418e+06,1.315567e+07,0.15930387,0.11853095,1
4.362784e+08,7.044789e+07,0.28505999,2.50803354,1.417831e+08,5.067263e+08,0.16147462,0.11969743,1
2.529215e+07,1.626247e+06,0.28506899,2.50792278,4.813861e+06,2.691839e+07,0.06429851,0.05676413,1
4.108592e+07,2.205300e+06,0.28514799,2.50695084,7.030988e+06,4.329122e+07,0.05367532,0.04834605,1
6.624166e+08,2.415013e+06,0.28514799,2.50695084,2.279755e+07,6.648316e+08,0.00364576,0.00361932,1
3.238633e+06,1.570830e+06,0.28515401,2.50687680,1.938542e+06,4.809463e+06,0.48502861,0.21993671,1
2.552657e+07,1.416416e+06,0.28515401,2.50687680,4.454724e+06,2.694299e+07,0.05548790,0.04980716,1
4.108444e+07,2.001506e+06,0.28523299,2.50590581,6.639776e+06,4.308595e+07,0.04871688,0.04429584,1
2.791600e+07,1.688544e+06,0.28523299,2.50590581,5.125636e+06,2.960455e+07,0.06048661,0.05378348,1
1.403643e+07,1.994907e+06,0.28523299,2.50590581,4.239491e+06,1.603134e+07,0.14212349,0.10895313,1
5.575804e+08,2.604606e+08,0.28531501,2.50489801,3.270956e+08,8.180410e+08,0.46712650,0.21701981,1
1.673280e+08,1.638116e+07,0.28531700,2.50487348,4.073070e+07,1.837092e+08,0.09789851,0.08121789,1
1.513714e+06,1.460362e+06,0.28533301,2.50467690,1.294292e+06,2.974076e+06,0.96475391,0.24991955,1
1.685887e+06,1.388995e+06,0.28535399,2.50441921,1.330919e+06,3.074882e+06,0.82389541,0.24766933,1
1.248513e+08,5.398642e+06,0.28539801,2.50387871,1.880404e+07,1.302500e+08,0.04324056,0.03973035,1
2.861278e+07,1.772306e+06,0.28540200,2.50382969,5.327546e+06,3.038509e+07,0.06194105,0.05492597,1
6.181916e+08,1.537629e+06,0.28540701,2.50376822,1.691782e+07,6.197293e+08,0.00248730,0.00247497,1
5.009758e+08,1.330738e+06,0.28540701,2.50376822,1.426106e+07,5.023065e+08,0.00265629,0.00264224,1
1.260301e+09,2.971966e+06,0.28540701,2.50376822,3.340500e+07,1.263273e+09,0.00235814,0.00234706,1
1.899882e+07,1.509374e+06,0.28540701,2.50376822,4.093819e+06,2.050819e+07,0.07944568,0.06818184,1
6.264925e+06,3.347505e+06,0.28540701,2.50376822,3.948350e+06,9.612430e+06,0.53432490,0.22697120,1
3.867464e+06,1.300280e+06,0.28541800,2.50363322,1.897657e+06,5.167744e+06,0.33621011,0.18830474,1
2.755477e+06,1.687570e+06,0.28550199,2.50260260,1.866117e+06,4.443047e+06,0.61244211,0.23555742,1
1.482197e+09,1.437650e+06,0.28550199,2.50260260,2.306057e+07,1.483634e+09,0.00096995,0.00096807,1
2.081887e+06,1.626543e+06,0.28552300,2.50234485,1.599542e+06,3.708429e+06,0.78128300,0.24623089,1
2.525214e+07,8.641659e+06,0.28556800,2.50179293,1.251161e+07,3.389380e+07,0.34221493,0.18995679,1
1.446458e+07,1.448992e+06,0.28557599,2.50169499,3.568367e+06,1.591358e+07,0.10017513,0.08276301,1
5.364260e+08,3.727443e+06,0.28558701,2.50155979,2.716746e+07,5.401535e+08,0.00694866,0.00685309,1
2.333776e+06,1.747845e+06,0.28567100,2.50053038,1.754570e+06,4.081621e+06,0.74893417,0.24484809,1
1.034872e+07,1.303843e+06,0.28574499,2.49962385,2.915968e+06,1.165256e+07,0.12599077,0.09937315,1
1.091960e+07,2.008518e+06,0.28574499,2.49962385,3.822456e+06,1.292812e+07,0.18393688,0.13122353,1
1.739740e+08,1.502731e+07,0.28574499,2.49962385,3.936646e+07,1.890013e+08,0.08637675,0.07318734,1
3.959182e+07,1.375387e+06,0.28574499,2.49962385,5.237583e+06,4.096721e+07,0.03473916,0.03244573,1
1.746368e+06,1.297174e+06,0.28575599,2.49948917,1.307389e+06,3.043543e+06,0.74278393,0.24455436,1
1.188493e+08,8.256997e+07,0.28582200,2.49868095,8.595497e+07,2.014192e+08,0.69474532,0.24188935,1
2.426646e+08,5.908488e+06,0.28582501,2.49864410,2.598956e+07,2.485731e+08,0.02434837,0.02320463,1
5.091645e+08,1.477871e+08,0.28582501,2.49864410,2.303510e+08,6.569516e+08,0.29025421,0.17435241,1
2.269427e+07,1.528890e+06,0.28582999,2.49858318,4.439451e+06,2.422316e+07,0.06736898,0.05913312,1
2.004443e+06,1.675244e+06,0.28584099,2.49844858,1.593973e+06,3.679687e+06,0.83576498,0.24799904,1
1.371305e+06,1.183639e+06,0.28590399,2.49767766,1.108500e+06,2.554944e+06,0.86314780,0.24865120,1
4.400886e+08,1.824210e+06,0.28591499,2.49754313,1.635693e+07,4.419128e+08,0.00414510,0.00411095,1
3.367922e+06,2.782950e+06,0.28592500,2.49742064,2.662766e+06,6.150871e+06,0.82631069,0.24773881,1
2.347815e+08,1.629096e+07,0.28599101,2.49661337,4.673117e+07,2.510725e+08,0.06938776,0.06067537,1
1.675155e+07,1.556746e+06,0.28599900,2.49651572,3.955798e+06,1.830830e+07,0.09293148,0.07779953,1
1.721922e+06,1.376941e+06,0.28603101,2.49612445,1.338804e+06,3.098863e+06,0.79965364,0.24690169,1
6.862829e+07,1.189926e+06,0.28607899,2.49553807,6.003716e+06,6.981821e+07,0.01733871,0.01675273,1
2.883806e+07,1.300703e+06,0.28607899,2.49553807,4.453089e+06,3.013876e+07,0.04510368,0.04129460,1
2.569324e+07,1.328214e+06,0.28607899,2.49553807,4.300415e+06,2.702145e+07,0.05169507,0.04673792,1
2.637836e+07,9.428565e+06,0.28608400,2.49547690,1.338513e+07,3.580692e+07,0.35743564,0.19398107,1
4.853824e+07,1.354802e+06,0.28608799,2.49542810,5.638557e+06,4.989304e+07,0.02791206,0.02641679,1
6.888072e+06,1.506864e+06,0.28611600,2.49508586,2.660110e+06,8.394936e+06,0.21876433,0.14727772,1
3.255196e+06,1.637998e+06,0.28617901,2.49431642,1.987082e+06,4.893195e+06,0.50319489,0.22269252,1
9.683555e+06,1.829849e+06,0.28617901,2.49431642,3.442147e+06,1.151340e+07,0.18896463,0.13367268,1
1.794257e+06,1.748347e+06,0.28617901,2.49431642,1.541853e+06,3.542604e+06,0.97441236,0.24995801,1
4.429864e+07,1.584883e+06,0.28624299,2.49353531,5.963501e+06,4.588353e+07,0.03577724,0.03334834,1
4.512843e+08,1.523014e+06,0.28624400,2.49352295,1.482893e+07,4.528073e+08,0.00337484,0.00335218,1
2.814275e+07,2.362769e+06,0.28624800,2.49347421,6.263211e+06,3.050552e+07,0.08395659,0.07145473,1
1.723664e+08,1.306215e+06,0.28633001,2.49247354,9.194626e+06,1.736726e+08,0.00757813,0.00746457,1
1.714718e+06,1.276410e+06,0.28634900,2.49224200,1.285117e+06,2.991128e+06,0.74438466,0.24463179,1
2.509315e+06,1.584175e+06,0.28637001,2.49198578,1.726618e+06,4.093490e+06,0.63131764,0.23723068,1
1.072523e+07,2.717257e+06,0.28639099,2.49172996,4.498073e+06,1.344249e+07,0.25335190,0.16127911,1
2.017508e+07,1.334792e+06,0.28641799,2.49140079,3.904898e+06,2.150987e+07,0.06616042,0.05820404,1
2.661145e+07,1.459542e+06,0.28641799,2.49140079,4.612322e+06,2.807100e+07,0.05484640,0.04929123,1
4.068837e+08,1.103477e+07,0.28643399,2.49120572,4.646455e+07,4.179184e+08,0.02712020,0.02570693,1
8.134175e+07,1.252439e+06,0.28650799,2.49030401,6.629062e+06,8.259419e+07,0.01539724,0.01493382,1
2.921435e+06,1.845055e+06,0.28650799,2.49030401,2.010590e+06,4.766489e+06,0.63155767,0.23725106,1
1.770343e+06,1.391978e+06,0.28654000,2.48991413,1.364623e+06,3.162321e+06,0.78627616,0.24642111,1
2.123000e+06,2.059330e+06,0.28654000,2.48991413,1.820211e+06,4.182329e+06,0.97000947,0.24994206,1
1.074043e+08,2.644818e+06,0.28684199,2.48623995,1.158066e+07,1.100492e+08,0.02462487,0.02345547,1
