m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut,f_isco_hz,band,in_pta,in_lisa,in_gap
1.953469e+08,1.352458e+06,0.26534599,2.76866445,9.871828e+06,1.966994e+08,0.00692337,0.00682849,1,2.235480e-05,gap,0,0,1
9.756496e+07,1.413010e+06,0.26534700,2.76865011,7.665769e+06,9.897797e+07,0.01448276,0.01407220,1,4.442579e-05,gap,0,0,1
4.378270e+07,1.583880e+06,0.26534900,2.76862170,5.932909e+06,4.536658e+07,0.03617593,0.03369401,1,9.692542e-05,gap,0,0,1
1.332783e+09,1.427129e+07,0.26537701,2.76822393,8.742922e+07,1.347054e+09,0.01070789,0.01048220,1,3.264289e-06,gap,0,0,1
2.356909e+06,1.464046e+06,0.26538399,2.76812482,1.608067e+06,3.820955e+06,0.62117205,0.23634896,1,1.150805e-03,lisa,0,1,0
2.900856e+06,1.754635e+06,0.26538399,2.76812482,1.951797e+06,4.655491e+06,0.60486801,0.23484536,1,9.445136e-04,lisa,0,1,0
2.307248e+06,2.066386e+06,0.26538399,2.76812482,1.900268e+06,4.373634e+06,0.89560637,0.24924179,1,1.005382e-03,lisa,0,1,0
7.572838e+07,1.103381e+07,0.26538399,2.76812482,2.320195e+07,8.676219e+07,0.14570244,0.11100005,1,5.068077e-05,gap,0,0,1
6.422970e+08,1.556185e+06,0.26542801,2.76749990,1.730298e+07,6.438532e+08,0.00242284,0.00241115,1,6.829468e-06,gap,0,0,1
2.320815e+06,1.260691e+06,0.26546201,2.76701736,1.475490e+06,3.581506e+06,0.54321047,0.22809607,1,1.227745e-03,lisa,0,1,0
3.554547e+07,1.828550e+06,0.26547199,2.76687574,5.932267e+06,3.737402e+07,0.05144256,0.04653197,1,1.176532e-04,gap,0,0,1
2.178860e+08,1.752893e+06,0.26547700,2.76680466,1.204617e+07,2.196389e+08,0.00804500,0.00791710,1,2.002002e-05,gap,0,0,1
2.215810e+07,1.841010e+06,0.26552099,2.76618059,4.901333e+06,2.399911e+07,0.08308519,0.07082693,1,1.832224e-04,gap,0,0,1
1.101218e+07,1.389209e+06,0.26558501,2.76527275,3.105206e+06,1.240139e+07,0.12615204,0.09947186,1,3.545712e-04,gap,0,0,1
4.042574e+07,6.624550e+06,0.26559001,2.76520186,1.324879e+07,4.705029e+07,0.16386960,0.12097336,1,9.345691e-05,gap,0,0,1
1.979244e+06,1.702864e+06,0.26560000,2.76506024,1.597307e+06,3.682108e+06,0.86036082,0.24859149,1,1.194200e-03,lisa,0,1,0
1.997786e+06,1.401594e+06,0.26565900,2.76422406,1.452188e+06,3.399380e+06,0.70157364,0.24231024,1,1.293523e-03,lisa,0,1,0
1.513434e+06,1.512991e+06,0.26565900,2.76422406,1.317328e+06,3.026425e+06,0.99970729,0.24999999,1,1.452927e-03,lisa,0,1,0
5.223649e+06,2.367789e+06,0.26566899,2.76408251,3.015264e+06,7.591438e+06,0.45328256,0.21461936,1,5.792282e-04,lisa,0,1,0
2.465633e+06,1.723723e+06,0.26567799,2.76395500,1.788991e+06,4.189356e+06,0.69909958,0.24215942,1,1.049606e-03,lisa,0,1,0
1.774358e+06,1.424104e+06,0.26569799,2.76367168,1.382170e+06,3.198462e+06,0.80260241,0.24700205,1,1.374778e-03,lisa,0,1,0
2.190700e+06,1.526557e+06,0.26577699,2.76255296,1.586840e+06,3.717257e+06,0.69683526,0.24201972,1,1.182908e-03,lisa,0,1,0
2.191822e+06,1.185109e+06,0.26577699,2.76255296,1.390061e+06,3.376931e+06,0.54069582,0.22778190,1,1.302122e-03,lisa,0,1,0
8.206554e+08,1.180992e+06,0.26581901,2.76195818,1.617661e+07,8.218364e+08,0.00143908,0.00143495,1,5.350426e-06,gap,0,0,1
4.065958e+08,1.240915e+06,0.26582599,2.76185940,1.257899e+07,4.078367e+08,0.00305196,0.00303342,1,1.078170e-05,gap,0,0,1
1.451587e+06,1.314599e+06,0.26585600,2.76143476,1.202280e+06,2.766186e+06,0.90562880,0.24938688,1,1.589616e-03,lisa,0,1,0
1.347102e+09,2.366814e+06,0.26589999,2.76081248,2.992996e+07,1.349469e+09,0.00175697,0.00175081,1,3.258449e-06,gap,0,0,1
2.987865e+07,3.318039e+06,0.26590499,2.76074176,7.825760e+06,3.319669e+07,0.11105050,0.08996072,1,1.324582e-04,gap,0,0,1
7.642072e+07,1.056354e+07,0.26597500,2.75975186,2.271560e+07,8.698426e+07,0.13822874,0.10669382,1,5.055138e-05,gap,0,0,1
1.727163e+08,2.685681e+07,0.26597899,2.75969546,5.493033e+07,1.995731e+08,0.15549667,0.11646185,1,2.203290e-05,gap,0,0,1
1.487157e+07,1.508400e+06,0.26598400,2.75962464,3.695399e+06,1.637997e+07,0.10142843,0.08360787,1,2.684483e-04,gap,0,0,1
1.391253e+06,1.365726e+06,0.26601300,2.75921478,1.199983e+06,2.756979e+06,0.98165179,0.24997857,1,1.594925e-03,lisa,0,1,0
2.312120e+06,1.483643e+06,0.26606199,2.75852259,1.604516e+06,3.795763e+06,0.64168080,0.23809025,1,1.158443e-03,lisa,0,1,0
6.689784e+06,1.631163e+06,0.26606199,2.75852259,2.746067e+06,8.320947e+06,0.24382895,0.15760281,1,5.284464e-04,lisa,0,1,0
5.927030e+06,1.465260e+06,0.26607201,2.75838105,2.451858e+06,7.392290e+06,0.24721657,0.15892559,1,5.948326e-04,lisa,0,1,0
2.111470e+06,1.361944e+06,0.26609200,2.75809870,1.469248e+06,3.473414e+06,0.64502171,0.23835873,1,1.265952e-03,lisa,0,1,0
1.705167e+07,1.924535e+06,0.26615101,2.75726547,4.508310e+06,1.897620e+07,0.11286490,0.09113265,1,2.317204e-04,gap,0,0,1
1.703897e+08,9.242353e+07,0.26621100,2.75641878,1.082446e+08,2.628132e+08,0.54242440,0.22799821,1,1.673118e-05,gap,0,0,1
3.677222e+07,1.256679e+06,0.26629099,2.75529041,4.817523e+06,3.802890e+07,0.03417468,0.03195337,1,1.156272e-04,gap,0,0,1
5.907381e+06,1.408440e+06,0.26629901,2.75517731,2.394569e+06,7.315821e+06,0.23842038,0.15545589,1,6.010501e-04,lisa,0,1,0
2.691777e+06,1.203496e+06,0.26629901,2.75517731,1.542349e+06,3.895273e+06,0.44710093,0.21350494,1,1.128849e-03,lisa,0,1,0
1.288441e+08,3.133156e+07,0.26637301,2.75413410,5.280908e+07,1.601757e+08,0.24317419,0.15734520,1,2.745220e-05,gap,0,0,1
8.055049e+07,2.047313e+06,0.26637301,2.75413410,8.850295e+06,8.259780e+07,0.02541652,0.02417216,1,5.323598e-05,gap,0,0,1
1.553041e+06,1.342144e+06,0.26638800,2.75392285,1.256186e+06,2.895185e+06,0.86420384,0.24867344,1,1.518789e-03,lisa,0,1,0
4.727104e+06,1.217855e+06,0.26642701,2.75337320,2.001173e+06,5.944959e+06,0.25763237,0.16288947,1,7.396476e-04,lisa,0,1,0
1.472399e+09,1.214367e+06,0.26645201,2.75302104,2.078493e+07,1.473613e+09,0.00082475,0.00082340,1,2.983941e-06,gap,0,0,1
5.767552e+08,1.233934e+06,0.26645699,2.75295090,1.442069e+07,5.779891e+08,0.00213944,0.00213032,1,7.607712e-06,gap,0,0,1
1.886079e+06,1.374711e+06,0.26648599,2.75254249,1.398293e+06,3.260790e+06,0.72887244,0.24385161,1,1.348500e-03,lisa,0,1,0
2.479200e+07,1.641054e+06,0.26654500,2.75171172,4.799889e+06,2.643305e+07,0.06619288,0.05822906,1,1.663514e-04,gap,0,0,1
2.112917e+06,1.778211e+06,0.26654500,2.75171172,1.686182e+06,3.891128e+06,0.84159056,0.24815024,1,1.130051e-03,lisa,0,1,0
1.580071e+06,1.340717e+06,0.26656500,2.75143023,1.266217e+06,2.920788e+06,0.84851693,0.24832111,1,1.505475e-03,lisa,0,1,0
8.428033e+07,1.272322e+06,0.26661000,2.75079704,6.788085e+06,8.555265e+07,0.01509631,0.01465063,1,5.139729e-05,gap,0,0,1
3.504192e+06,1.355134e+06,0.26661399,2.75074091,1.856209e+06,4.859326e+06,0.38671797,0.20110278,1,9.048940e-04,lisa,0,1,0
7.035267e+08,5.414334e+07,0.26661399,2.75074091,1.487988e+08,7.576700e+08,0.07695989,0.06635374,1,5.803548e-06,gap,0,0,1
6.245187e+07,1.901890e+06,0.26665401,2.75017799,7.640534e+06,6.435376e+07,0.03045369,0.02868025,1,6.832817e-05,gap,0,0,1
2.375790e+08,1.370303e+06,0.26668599,2.74972829,1.076251e+07,2.389493e+08,0.00576778,0.00570182,1,1.840212e-05,gap,0,0,1
1.981030e+06,1.481975e+06,0.26670301,2.74948899,1.488499e+06,3.463005e+06,0.74808307,0.24480805,1,1.269757e-03,lisa,0,1,0
1.362208e+06,1.306237e+06,0.26672301,2.74920784,1.161202e+06,2.668445e+06,0.95891156,0.24989001,1,1.647842e-03,lisa,0,1,0
3.143180e+06,1.645601e+06,0.26672301,2.74920784,1.959617e+06,4.788781e+06,0.52354654,0.22555052,1,9.182242e-04,lisa,0,1,0
8.224816e+07,2.256805e+07,0.26676399,2.74863189,3.606504e+07,1.048162e+08,0.27438972,0.16895199,1,4.195129e-05,gap,0,0,1
1.963389e+07,1.782979e+06,0.26676700,2.74858959,4.574465e+06,2.141687e+07,0.09081130,0.07632040,1,2.053136e-04,gap,0,0,1
1.559610e+06,1.370627e+06,0.26678199,2.74837897,1.272274e+06,2.930237e+06,0.87882676,0.24896013,1,1.500621e-03,lisa,0,1,0
3.513065e+08,1.306407e+06,0.26684299,2.74752209,1.223486e+07,3.526129e+08,0.00371871,0.00369121,1,1.247026e-05,gap,0,0,1
2.345202e+06,1.807470e+06,0.26686099,2.74726932,1.789309e+06,4.152672e+06,0.77070973,0.24580805,1,1.058878e-03,lisa,0,1,0
1.502598e+06,1.409854e+06,0.26692101,2.74642671,1.266947e+06,2.912452e+06,0.93827757,0.24974649,1,1.509784e-03,lisa,0,1,0
1.223695e+08,1.567877e+06,0.26692301,2.74639863,8.936154e+06,1.239374e+08,0.01281265,0.01249052,1,3.547900e-05,gap,0,0,1
3.063257e+06,2.531901e+06,0.26693001,2.74630039,2.422231e+06,5.595158e+06,0.82653888,0.24774531,1,7.858893e-04,lisa,0,1,0
1.959167e+06,1.795498e+06,0.26694000,2.74616019,1.632449e+06,3.754665e+06,0.91645990,0.24952496,1,1.171123e-03,lisa,0,1,0
2.167641e+06,1.756909e+06,0.26696000,2.74587953,1.697008e+06,3.924550e+06,0.81051659,0.24726172,1,1.120428e-03,lisa,0,1,0
1.278082e+08,2.985976e+06,0.26700500,2.74524822,1.335578e+07,1.307942e+08,0.02336295,0.02230839,1,3.361904e-05,gap,0,0,1
2.637157e+07,7.689844e+06,0.26708400,2.74414042,1.196133e+07,3.406141e+07,0.29159599,0.17479466,1,1.290955e-04,gap,0,0,1
4.174166e+07,4.042412e+07,0.26708400,2.74414042,3.575922e+07,8.216578e+07,0.96843585,0.24993572,1,5.351589e-05,gap,0,0,1
2.246177e+06,1.866194e+06,0.26709801,2.74394403,1.780828e+06,4.112371e+06,0.83083123,0.24786556,1,1.069255e-03,lisa,0,1,0
1.961160e+08,3.627251e+07,0.26716301,2.74303314,6.886705e+07,2.323885e+08,0.18495436,0.13172292,1,1.892165e-05,gap,0,0,1
3.828904e+06,1.511426e+06,0.26716799,2.74296337,2.050988e+06,5.340330e+06,0.39474116,0.20292015,1,8.233901e-04,lisa,0,1,0
3.874269e+07,1.613345e+06,0.26716799,2.74296337,5.706483e+06,4.035604e+07,0.04164257,0.03837956,1,1.089595e-04,gap,0,0,1
6.825672e+06,1.315534e+06,0.26716799,2.74296337,2.453639e+06,8.141206e+06,0.19273326,0.13547838,1,5.401134e-04,lisa,0,1,0
9.557337e+06,1.316419e+06,0.26717800,2.74282314,2.835063e+06,1.087376e+07,0.13773910,0.10640741,1,4.043842e-04,lisa,0,1,0
1.435822e+07,1.709979e+06,0.26721200,2.74234690,3.916169e+06,1.606820e+07,0.11909408,0.09509485,1,2.736570e-04,gap,0,0,1
2.179333e+09,1.253850e+06,0.26724699,2.74185692,2.478716e+07,2.180587e+09,0.00057534,0.00057468,1,2.016510e-06,gap,0,0,1
2.176174e+06,1.389928e+06,0.26725700,2.74171677,1.506513e+06,3.566102e+06,0.63870260,0.23784739,1,1.233048e-03,lisa,0,1,0
1.720475e+06,1.546531e+06,0.26733601,2.74061093,1.419627e+06,3.267006e+06,0.89889769,0.24929131,1,1.345934e-03,lisa,0,1,0
1.662961e+06,1.480927e+06,0.26735601,2.74033110,1.365702e+06,3.143888e+06,0.89053622,0.24916187,1,1.398642e-03,lisa,0,1,0
1.622867e+06,1.472978e+06,0.26735601,2.74033110,1.345649e+06,3.095845e+06,0.90763938,0.24941397,1,1.420347e-03,lisa,0,1,0
1.649911e+06,1.346227e+06,0.26739499,2.73978585,1.296089e+06,2.996138e+06,0.81593916,0.24743161,1,1.467614e-03,lisa,0,1,0
7.022985e+07,4.912208e+06,0.26740000,2.73971578,1.404438e+07,7.514206e+07,0.06994473,0.06109875,1,5.851816e-05,gap,0,0,1
4.834632e+08,5.457425e+06,0.26740500,2.73964586,3.273128e+07,4.889206e+08,0.01128819,0.01103760,1,8.993637e-06,gap,0,0,1
8.338751e+08,2.103514e+07,0.26747900,2.73861126,9.121027e+07,8.549102e+08,0.02522577,0.02399968,1,5.143434e-06,gap,0,0,1
2.132861e+08,1.503351e+07,0.26755500,2.73754929,4.284549e+07,2.283196e+08,0.07048518,0.06150870,1,1.925886e-05,gap,0,0,1
7.438588e+06,2.388456e+06,0.26757801,2.73722788,3.558607e+06,9.827044e+06,0.32108997,0.18397633,1,4.474565e-04,lisa,0,1,0
1.946885e+06,1.755949e+06,0.26765299,2.73618094,1.609179e+06,3.702834e+06,0.90192744,0.24933527,1,1.187516e-03,lisa,0,1,0
3.013611e+06,1.780307e+06,0.26765299,2.73618094,2.002678e+06,4.793918e+06,0.59075541,0.23345377,1,9.172403e-04,lisa,0,1,0
1.973206e+06,1.247998e+06,0.26767299,2.73590178,1.359027e+06,3.221204e+06,0.63247223,0.23732848,1,1.365072e-03,lisa,0,1,0
1.164628e+08,4.338707e+06,0.26771700,2.73528764,1.605884e+07,1.208015e+08,0.03725402,0.03462604,1,3.640000e-05,gap,0,0,1
2.023280e+06,1.252080e+06,0.26772201,2.73521774,1.377720e+06,3.275360e+06,0.61883674,0.23614023,1,1.342501e-03,lisa,0,1,0
7.123383e+06,1.623708e+06,0.26781100,2.73397657,2.815424e+06,8.747091e+06,0.22794057,0.15117046,1,5.027014e-04,lisa,0,1,0
2.363065e+08,2.620948e+06,0.26787299,2.73311247,1.583096e+07,2.389274e+08,0.01109131,0.01084931,1,1.840381e-05,gap,0,0,1
4.812150e+07,3.543047e+06,0.26795301,2.73199764,9.917247e+06,5.166455e+07,0.07362711,0.06387499,1,8.511010e-05,gap,0,0,1
7.969560e+08,3.182270e+06,0.26803401,2.73086983,2.896475e+07,8.001383e+08,0.00399303,0.00396133,1,5.495519e-06,gap,0,0,1
2.595247e+07,1.417567e+07,0.26803401,2.73086983,1.654793e+07,4.012814e+07,0.54621660,0.22846740,1,1.095783e-04,gap,0,0,1
1.068875e+07,1.826868e+06,0.26804900,2.73066119,3.588310e+06,1.251562e+07,0.17091503,0.12466068,1,3.513350e-04,gap,0,0,1
8.365722e+07,2.334337e+06,0.26808399,2.73017426,9.716481e+06,8.599156e+07,0.02790359,0.02640921,1,5.113496e-05,gap,0,0,1
9.159728e+08,1.185041e+08,0.26811099,2.72979862,2.620749e+08,1.034477e+09,0.12937513,0.10143185,1,4.250626e-06,gap,0,0,1
1.851624e+08,1.711854e+06,0.26811099,2.72979862,1.112505e+07,1.868743e+08,0.00924515,0.00907655,1,2.353013e-05,gap,0,0,1
1.622276e+06,1.530838e+06,0.26812899,2.72954823,1.371780e+06,3.153114e+06,0.94363598,0.24978976,1,1.394550e-03,lisa,0,1,0
1.349666e+06,1.325670e+06,0.26818800,2.72872761,1.164451e+06,2.675336e+06,0.98222079,0.24997989,1,1.643597e-03,lisa,0,1,0
4.807972e+06,2.855255e+06,0.26818800,2.72872761,3.203921e+06,7.663227e+06,0.59385849,0.23376713,1,5.738020e-04,lisa,0,1,0
2.249410e+07,1.267994e+06,0.26819301,2.72865795,3.962183e+06,2.376209e+07,0.05637007,0.05051454,1,1.850500e-04,gap,0,0,1
1.918955e+06,1.782625e+06,0.26822799,2.72817169,1.609895e+06,3.701580e+06,0.92895612,0.24966088,1,1.187918e-03,lisa,0,1,0
6.443726e+08,1.617936e+06,0.26827800,2.72747672,1.773429e+07,6.459905e+08,0.00251087,0.00249831,1,6.806872e-06,gap,0,0,1
1.474435e+09,1.519619e+06,0.26835701,2.72637927,2.379039e+07,1.475955e+09,0.00103064,0.00102852,1,2.979207e-06,gap,0,0,1
5.388131e+07,1.287332e+06,0.26835701,2.72637927,5.706092e+06,5.516864e+07,0.02389200,0.02278999,1,7.970424e-05,gap,0,0,1
1.249660e+07,3.068231e+06,0.26835701,2.72637927,5.149666e+06,1.556483e+07,0.24552526,0.15826727,1,2.825071e-04,gap,0,0,1
1.449863e+07,9.336566e+06,0.26836699,2.72624070,1.008010e+07,2.383520e+07,0.64396195,0.23827402,1,1.844824e-04,gap,0,0,1
1.613109e+07,1.605875e+07,0.26842800,2.72539377,1.401140e+07,3.218984e+07,0.99551549,0.24999874,1,1.366013e-04,gap,0,0,1
1.982241e+07,1.342954e+06,0.26843700,2.72526887,3.890500e+06,2.116536e+07,0.06774928,0.05942458,1,2.077533e-04,gap,0,0,1
1.517877e+07,1.123555e+07,0.26843700,2.72526887,1.134307e+07,2.641432e+07,0.74021479,0.24442862,1,1.664694e-04,gap,0,0,1
2.591659e+06,1.299170e+06,0.26844701,2.72512996,1.578839e+06,3.890829e+06,0.50128894,0.22241269,1,1.130138e-03,lisa,0,1,0
3.931326e+08,3.468187e+06,0.26851100,2.72424221,2.296753e+07,3.966008e+08,0.00882193,0.00866831,1,1.108716e-05,gap,0,0,1
6.162179e+06,1.443936e+06,0.26852599,2.72403431,2.473642e+06,7.606115e+06,0.23432231,0.15380005,1,5.781105e-04,lisa,0,1,0
3.724565e+06,1.712710e+06,0.26860601,2.72292489,2.166603e+06,5.437275e+06,0.45984162,0.21577285,1,8.087093e-04,lisa,0,1,0
1.663744e+06,1.361193e+06,0.26862600,2.72264784,1.308761e+06,3.024937e+06,0.81815051,0.24749905,1,1.453642e-03,lisa,0,1,0
3.010894e+07,1.293242e+06,0.26875001,2.72093009,4.516824e+06,3.140218e+07,0.04295209,0.03948713,1,1.400277e-04,gap,0,0,1
1.254150e+09,2.704443e+06,0.26876000,2.72079178,3.150644e+07,1.256854e+09,0.00215640,0.00214713,1,3.498555e-06,gap,0,0,1
3.562326e+06,1.826085e+06,0.26876500,2.72072256,2.196143e+06,5.388411e+06,0.51261030,0.22404395,1,8.160429e-04,lisa,0,1,0
2.707381e+06,1.764570e+06,0.26876500,2.72072256,1.894146e+06,4.471951e+06,0.65176272,0.23888792,1,9.832788e-04,lisa,0,1,0
1.665633e+06,1.449321e+06,0.26890400,2.71879927,1.351936e+06,3.114954e+06,0.87013226,0.24879441,1,1.411634e-03,lisa,0,1,0
3.196575e+07,1.935695e+06,0.26890901,2.71872999,5.873128e+06,3.390144e+07,0.06055528,0.05383756,1,1.297046e-04,gap,0,0,1
1.040000e+07,1.299693e+06,0.26892400,2.71852271,2.916685e+06,1.169969e+07,0.12497048,0.09874729,1,3.758368e-04,lisa,0,1,0
3.522749e+06,1.701594e+06,0.26892400,2.71852271,2.103954e+06,5.224343e+06,0.48303016,0.21962121,1,8.416704e-04,lisa,0,1,0
7.430322e+08,1.550428e+06,0.26892400,2.71852271,1.830176e+07,7.445826e+08,0.00208662,0.00207794,1,5.905556e-06,gap,0,0,1
4.910747e+06,1.542914e+06,0.26908299,2.71632558,2.321306e+06,6.453661e+06,0.31419130,0.18191855,1,6.813458e-04,lisa,0,1,0
2.652067e+08,3.594139e+07,0.26914400,2.71548316,7.793842e+07,3.011481e+08,0.13552218,0.10510397,1,1.460137e-05,gap,0,0,1
3.089666e+06,1.832536e+06,0.26915300,2.71535892,2.057532e+06,4.922202e+06,0.59311783,0.23369272,1,8.933349e-04,lisa,0,1,0
2.093268e+06,1.916770e+06,0.26916301,2.71522075,1.743441e+06,4.010038e+06,0.91568304,0.24951569,1,1.096542e-03,lisa,0,1,0
7.758518e+08,3.886463e+06,0.26918700,2.71488965,3.230057e+07,7.797383e+08,0.00500929,0.00495947,1,5.639296e-06,gap,0,0,1
2.232197e+06,1.878816e+06,0.26922300,2.71439290,1.781477e+06,4.111013e+06,0.84168915,0.24815274,1,1.069609e-03,lisa,0,1,0
1.330893e+07,7.639401e+06,0.26922801,2.71432378,8.711473e+06,2.094833e+07,0.57400565,0.23168803,1,2.099057e-04,gap,0,0,1
7.111264e+08,1.632713e+06,0.26923299,2.71425508,1.854921e+07,7.127591e+08,0.00229595,0.00228545,1,6.169230e-06,gap,0,0,1
3.916135e+08,1.904355e+06,0.26930499,2.71326205,1.601660e+07,3.935179e+08,0.00486284,0.00481589,1,1.117402e-05,gap,0,0,1
3.593578e+07,1.359231e+06,0.26930800,2.71322055,4.999909e+06,3.729501e+07,0.03782389,0.03511712,1,1.179025e-04,gap,0,0,1
5.805152e+06,2.650398e+06,0.26930800,2.71322055,3.363926e+06,8.455550e+06,0.45655962,0.21519936,1,5.200342e-04,lisa,0,1,0
3.707573e+06,1.305968e+06,0.26932201,2.71302739,1.866313e+06,5.013541e+06,0.35224337,0.19263407,1,8.770597e-04,lisa,0,1,0
2.277768e+06,1.645084e+06,0.26932201,2.71302739,1.680731e+06,3.922852e+06,0.72223510,0.24349706,1,1.120913e-03,lisa,0,1,0
2.324904e+08,1.452904e+06,0.26938400,2.71217296,1.105002e+07,2.339433e+08,0.00624931,0.00617193,1,1.879590e-05,gap,0,0,1
2.045202e+07,1.320167e+06,0.26939201,2.71206258,3.901563e+06,2.177219e+07,0.06454947,0.05695882,1,2.019629e-04,gap,0,0,1
3.461382e+07,7.560083e+06,0.26946700,2.71102955,1.335540e+07,4.217390e+07,0.21841227,0.14712569,1,1.042629e-04,gap,0,0,1
5.558237e+07,2.036094e+06,0.26947200,2.71096069,7.588022e+06,5.761846e+07,0.03663201,0.03408879,1,7.631538e-05,gap,0,0,1
8.333880e+08,1.295276e+06,0.26951200,2.71040993,1.720368e+07,8.346833e+08,0.00155423,0.00154941,1,5.268076e-06,gap,0,0,1
3.205108e+07,1.870062e+06,0.26954699,2.70992828,5.761361e+06,3.392114e+07,0.05834630,0.05209041,1,1.296293e-04,gap,0,0,1
1.459545e+06,1.378251e+06,0.26956201,2.70972156,1.234614e+06,2.837796e+06,0.94430182,0.24979484,1,1.549503e-03,lisa,0,1,0
3.754724e+07,3.985755e+06,0.26963201,2.70875847,9.580199e+06,4.153300e+07,0.10615308,0.08675652,1,1.058718e-04,gap,0,0,1
1.833540e+06,1.379076e+06,0.26966199,2.70834614,1.381514e+06,3.212616e+06,0.75213849,0.24499711,1,1.368721e-03,lisa,0,1,0
2.080174e+08,1.221714e+06,0.26970401,2.70776838,9.526052e+06,2.092391e+08,0.00587313,0.00580475,1,2.101507e-05,gap,0,0,1
2.376174e+06,1.869663e+06,0.26971200,2.70765854,1.832282e+06,4.245837e+06,0.78683758,0.24644212,1,1.035644e-03,lisa,0,1,0
4.586611e+07,2.792855e+06,0.26978400,2.70666904,8.454572e+06,4.865896e+07,0.06089147,0.05410215,1,9.036721e-05,gap,0,0,1
1.415709e+08,2.086862e+06,0.26978400,2.70666904,1.124126e+07,1.436578e+08,0.01474076,0.01431560,1,3.060868e-05,gap,0,0,1
7.057440e+08,1.813286e+06,0.26978600,2.70664156,1.969318e+07,7.075573e+08,0.00256933,0.00255617,1,6.214585e-06,gap,0,0,1
4.654399e+06,2.030573e+06,0.26979101,2.70657273,2.631900e+06,6.684972e+06,0.43626965,0.21148669,1,6.577701e-04,lisa,0,1,0
1.864142e+06,1.552687e+06,0.26980099,2.70643562,1.479834e+06,3.416829e+06,0.83292314,0.24792277,1,1.286917e-03,lisa,0,1,0
6.993873e+08,1.260354e+06,0.26994199,2.70449962,1.577707e+07,7.006477e+08,0.00180208,0.00179561,1,6.275872e-06,gap,0,0,1
1.587009e+06,1.545970e+06,0.26998100,2.70396435,1.363568e+06,3.132979e+06,0.97414066,0.24995710,1,1.403512e-03,lisa,0,1,0
1.439936e+08,4.529097e+07,0.27002299,2.70338837,6.810670e+07,1.892846e+08,0.31453460,0.18202221,1,2.323050e-05,gap,0,0,1
6.445394e+08,1.578639e+06,0.27002600,2.70334709,1.747660e+07,6.461180e+08,0.00244925,0.00243730,1,6.805529e-06,gap,0,0,1
4.954340e+08,1.744567e+06,0.27002600,2.70334709,1.669943e+07,4.971786e+08,0.00352129,0.00349662,1,8.844256e-06,gap,0,0,1
7.897269e+06,3.245586e+06,0.27004099,2.70314151,4.323772e+06,1.114286e+07,0.41097574,0.20643204,1,3.946183e-04,lisa,0,1,0
2.280307e+06,1.556318e+06,0.27004099,2.70314151,1.634049e+06,3.836625e+06,0.68250372,0.24109764,1,1.146105e-03,lisa,0,1,0
1.916637e+06,1.883614e+06,0.27012101,2.70204450,1.654080e+06,3.800251e+06,0.98277034,0.24998112,1,1.157075e-03,lisa,0,1,0
2.267139e+06,1.361986e+06,0.27014101,2.70177042,1.519953e+06,3.629125e+06,0.60075099,0.23444822,1,1.211635e-03,lisa,0,1,0
1.469960e+06,1.193460e+06,0.27022099,2.70067477,1.151808e+06,2.663420e+06,0.81189964,0.24730567,1,1.650951e-03,lisa,0,1,0
4.185179e+06,1.258534e+06,0.27028099,2.69985325,1.930938e+06,5.443713e+06,0.30071211,0.17774138,1,8.077529e-04,lisa,0,1,0
9.677222e+07,1.512887e+06,0.27035099,2.69889528,7.958602e+06,9.828511e+07,0.01563348,0.01515590,1,4.473897e-05,gap,0,0,1
2.773162e+07,1.441873e+06,0.27035099,2.69889528,4.657401e+06,2.917349e+07,0.05199383,0.04698134,1,1.507250e-04,gap,0,0,1
3.301210e+08,1.559492e+06,0.27036101,2.69875819,1.326935e+07,3.316805e+08,0.00472400,0.00467968,1,1.325726e-05,gap,0,0,1
5.581178e+08,1.792220e+06,0.27042201,2.69792385,1.780109e+07,5.599100e+08,0.00321119,0.00319066,1,7.853360e-06,gap,0,0,1
5.479687e+07,5.739061e+06,0.27042601,2.69786915,1.387252e+07,6.053593e+07,0.10473337,0.08581637,1,7.263744e-05,gap,0,0,1
1.170347e+08,1.611707e+06,0.27042601,2.69786915,8.922972e+06,1.186464e+08,0.01377119,0.01339959,1,3.706117e-05,gap,0,0,1
1.936433e+06,1.456115e+06,0.27044100,2.69766419,1.458860e+06,3.392548e+06,0.75195734,0.24498875,1,1.296128e-03,lisa,0,1,0
4.187290e+06,1.480071e+06,0.27052200,2.69655703,2.111802e+06,5.667361e+06,0.35346752,0.19295402,1,7.758769e-04,lisa,0,1,0
4.054827e+08,1.220633e+06,0.27059200,2.69560076,1.244168e+07,4.067033e+08,0.00301032,0.00299228,1,1.081175e-05,gap,0,0,1
3.319427e+08,2.376646e+06,0.27065700,2.69471323,1.711529e+07,3.343193e+08,0.00715981,0.00705837,1,1.315262e-05,gap,0,0,1
7.923015e+06,1.949026e+06,0.27066699,2.69457687,3.268462e+06,9.872041e+06,0.24599550,0.15845072,1,4.454170e-04,lisa,0,1,0
4.161648e+06,2.116918e+06,0.27067199,2.69450862,2.555110e+06,6.278566e+06,0.50867301,0.22348504,1,7.003470e-04,lisa,0,1,0
2.279776e+06,1.434941e+06,0.27068201,2.69437186,1.566212e+06,3.714717e+06,0.62942193,0.23706899,1,1.183717e-03,lisa,0,1,0
